global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.9005147,0.6828118,0.0,,,,,,,,,,,,,,,,,
1,,,,0.6184713244438171,0.6750461459159851,0.0211126706289604,0.6128736138343811,0.6746005415916443,0.0262428656134638,43793.0,0.6108826398849487,0.6761051416397095,0.0268252013020765,43793.0,19.999207973480225,322.1679472923279,19.999207973480225,302.16870284080505,0.0,0.0
1,1.9080745,0.68192184,4.6310015e-07,,,,,,,,,,,,,,,,,
2,1.9038963,0.68224144,9.262003e-07,,,,,,,,,,,,,,,,,
3,1.8702558,0.6797625,1.3893005e-06,,,,,,,,,,,,,,,,,
4,1.882596,0.6752597,1.8526334e-06,,,,,,,,,,,,,,,,,
5,1.876814,0.6744155,2.3157336e-06,,,,,,,,,,,,,,,,,
6,1.8137232,0.66778064,2.7788337e-06,,,,,,,,,,,,,,,,,
7,1.829184,0.66566044,3.2419339e-06,,,,,,,,,,,,,,,,,
8,1.8079996,0.6597753,3.7052669e-06,,,,,,,,,,,,,,,,,
9,1.7553147,0.6544151,4.168367e-06,,,,,,,,,,,,,,,,,
10,1.7362783,0.6472079,4.6317e-06,,,,,,,,,,,,,,,,,
11,1.6498805,0.6414318,5.0948e-06,,,,,,,,,,,,,,,,,
12,1.6139714,0.6331117,5.5579003e-06,,,,,,,,,,,,,,,,,
13,1.5598096,0.6255759,6.0210004e-06,,,,,,,,,,,,,,,,,
14,1.5351126,0.61964417,6.4841006e-06,,,,,,,,,,,,,,,,,
15,1.4267248,0.6122586,6.9472007e-06,,,,,,,,,,,,,,,,,
16,1.3724229,0.6053119,7.410301e-06,,,,,,,,,,,,,,,,,
17,1.3175595,0.59784406,7.873634e-06,,,,,,,,,,,,,,,,,
18,1.2617154,0.59022707,8.336734e-06,,,,,,,,,,,,,,,,,
19,1.2197083,0.5857794,8.799834e-06,,,,,,,,,,,,,,,,,
20,1.1812713,0.5769419,9.262934e-06,,,,,,,,,,,,,,,,,
21,1.1512443,0.5714047,9.7260345e-06,,,,,,,,,,,,,,,,,
22,1.1288801,0.5661316,1.0189135e-05,,,,,,,,,,,,,,,,,
23,1.0923184,0.55924284,1.0652235e-05,,,,,,,,,,,,,,,,,
24,1.0610641,0.55324787,1.1115568e-05,,,,,,,,,,,,,,,,,
