global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,175.46445,11.805816,,,,,,,,,,,,,,
1,,,0.0010562818497419,509.3999938964844,0.0009999999310821,516.3886108398438,50000.0,0.0010000000474974,508.2972106933594,10000.0,57.94958209991455,96.71196365356444,57.94958209991455,38.76226758956909,0.0,0.0
100,56.603325,7.2269297,,,,,,,,,,,,,,
200,39.635487,6.9760723,,,,,,,,,,,,,,
300,27.008215,6.96789,,,,,,,,,,,,,,
400,15.085033,6.946785,,,,,,,,,,,,,,
500,9.704574,6.898638,,,,,,,,,,,,,,
600,7.824697,6.7113056,,,,,,,,,,,,,,
700,6.683565,6.5529222,,,,,,,,,,,,,,
800,6.35955,6.4668593,,,,,,,,,,,,,,
900,4.3735538,6.3742695,,,,,,,,,,,,,,
1000,4.182129,6.337816,,,,,,,,,,,,,,
1100,4.2454166,6.158457,,,,,,,,,,,,,,
1200,4.320596,6.0888095,,,,,,,,,,,,,,
1300,3.7753353,5.9843073,,,,,,,,,,,,,,
1400,3.49944,5.93625,,,,,,,,,,,,,,
1500,3.1855733,5.851993,,,,,,,,,,,,,,
1512,,,0.0972775816917419,5.201174259185791,0.0888999998569488,5.363221168518066,50000.0,0.0685000047087669,5.531899452209473,10000.0,568.1825752258301,625.0612490177155,568.1825752258301,56.795084953308105,0.0274302959442138,0.0
1600,3.3151748,5.694173,,,,,,,,,,,,,,
1700,3.3744037,5.6389084,,,,,,,,,,,,,,
1800,3.4161372,5.679662,,,,,,,,,,,,,,
1900,3.739033,5.527344,,,,,,,,,,,,,,
2000,3.3673828,5.5078306,,,,,,,,,,,,,,
2100,3.117062,5.47653,,,,,,,,,,,,,,
2200,7.059511,5.4144187,,,,,,,,,,,,,,
2300,3.7146106,5.3690577,,,,,,,,,,,,,,
2400,5.0461984,5.2442064,,,,,,,,,,,,,,
2500,4.7324786,5.237549,,,,,,,,,,,,,,
2600,3.482876,5.225378,,,,,,,,,,,,,,
2700,3.4148607,5.1448755,,,,,,,,,,,,,,
2800,2.9536984,5.1731157,,,,,,,,,,,,,,
2900,2.950442,5.0423675,,,,,,,,,,,,,,
3000,2.9720385,5.177001,,,,,,,,,,,,,,
3022,,,0.2208426296710968,4.231114387512207,0.2022999972105026,4.426463127136231,50000.0,0.1568000018596649,4.740070343017578,10000.0,1078.1959717273712,1153.7312352657318,1078.1959717273712,75.36690521240234,0.0560896396636962,0.0
