global_step,grad_norm,loss,train/accuracy,train/loss,train/bleu,validation/accuracy,validation/loss,validation/bleu,validation/num_examples,test/accuracy,test/loss,test/bleu,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.145983,11.430877,,,,,,,,,,,,,,,,,
1,,,0.0065096905454993,9.76432991027832,0.0,0.0062863449566066,9.775546073913574,0.0,3000.0,0.005450002849102,9.847039222717283,0.0,3003.0,110.67151641845705,348.7486369609833,110.67151641845705,238.07706665992737,0.0,0.0
100,0.05499288,6.856067,,,,,,,,,,,,,,,,,
200,0.08799547,6.588305,,,,,,,,,,,,,,,,,
300,0.12612712,6.3328853,,,,,,,,,,,,,,,,,
400,0.1549478,6.019334,,,,,,,,,,,,,,,,,
500,0.17741627,5.8215756,,,,,,,,,,,,,,,,,
600,0.24000178,5.662707,,,,,,,,,,,,,,,,,
700,0.20635682,5.480899,,,,,,,,,,,,,,,,,
800,0.26197815,5.2953296,,,,,,,,,,,,,,,,,
900,0.20801897,5.1925125,,,,,,,,,,,,,,,,,
1000,0.21327953,5.0158296,,,,,,,,,,,,,,,,,
1100,0.24941781,4.8482833,,,,,,,,,,,,,,,,,
1200,0.25405064,4.749539,,,,,,,,,,,,,,,,,
1300,0.24933042,4.825165,,,,,,,,,,,,,,,,,
1400,0.25206658,4.745851,,,,,,,,,,,,,,,,,
1500,0.2686901,4.553478,,,,,,,,,,,,,,,,,
1600,0.2575141,4.5176635,,,,,,,,,,,,,,,,,
1700,0.26026326,4.4044566,,,,,,,,,,,,,,,,,
1800,0.26497382,4.2263794,,,,,,,,,,,,,,,,,
1900,0.3168717,4.228516,,,,,,,,,,,,,,,,,
2000,0.28844404,4.200432,,,,,,,,,,,,,,,,,
2100,0.28732535,3.9511774,,,,,,,,,,,,,,,,,
2110,,,0.3621791303157806,3.964370727539064,6.815030005090252,0.3291589617729187,4.269609928131104,2.9674321576710034,3000.0,0.3097321689128876,4.543403148651123,2.0539916183934555,3003.0,950.777899503708,2016.547512054444,950.777899503708,1065.6573660373688,0.033470869064331,0.0
2200,0.38714954,3.9994676,,,,,,,,,,,,,,,,,
2300,0.35496128,3.8128672,,,,,,,,,,,,,,,,,
2400,0.32676905,3.7569704,,,,,,,,,,,,,,,,,
2500,0.4368507,3.634058,,,,,,,,,,,,,,,,,
2600,0.3596886,3.3738058,,,,,,,,,,,,,,,,,
2700,0.38864684,3.2452602,,,,,,,,,,,,,,,,,
2800,0.3468385,3.161525,,,,,,,,,,,,,,,,,
2900,0.35183036,3.0629675,,,,,,,,,,,,,,,,,
3000,0.3563102,2.979166,,,,,,,,,,,,,,,,,
3100,0.3305463,3.0069869,,,,,,,,,,,,,,,,,
3200,0.32927588,2.8626177,,,,,,,,,,,,,,,,,
3300,0.32016847,2.7926831,,,,,,,,,,,,,,,,,
3400,0.3356391,2.7898853,,,,,,,,,,,,,,,,,
3500,0.31955734,2.6835623,,,,,,,,,,,,,,,,,
3600,0.31596002,2.7547936,,,,,,,,,,,,,,,,,
3700,0.32445213,2.6856155,,,,,,,,,,,,,,,,,
3800,0.33566815,2.6424844,,,,,,,,,,,,,,,,,
3900,0.3012233,2.5823438,,,,,,,,,,,,,,,,,
4000,0.30350322,2.640886,,,,,,,,,,,,,,,,,
4100,0.31396577,2.619928,,,,,,,,,,,,,,,,,
4200,0.29802382,2.5711138,,,,,,,,,,,,,,,,,
4217,,,0.5538588166236877,2.4507148265838623,25.167839419551253,0.559769868850708,2.403324842453003,21.06358499182771,3000.0,0.5632793307304382,2.407988309860229,20.083998826469788,3003.0,1790.878295660019,3371.084638118744,1790.878295660019,1579.9886589050293,0.0609712600708007,0.0
4300,0.30466437,2.524017,,,,,,,,,,,,,,,,,
4400,0.31181854,2.4500887,,,,,,,,,,,,,,,,,
4500,0.28077406,2.4279702,,,,,,,,,,,,,,,,,
4600,0.2822461,2.4086185,,,,,,,,,,,,,,,,,
4700,0.28054816,2.390897,,,,,,,,,,,,,,,,,
4800,0.30375576,2.4249365,,,,,,,,,,,,,,,,,
4900,0.27439225,2.374372,,,,,,,,,,,,,,,,,
5000,0.2661408,2.3389075,,,,,,,,,,,,,,,,,
5100,0.288266,2.4812133,,,,,,,,,,,,,,,,,
5200,0.2976293,2.377204,,,,,,,,,,,,,,,,,
5300,0.2755361,2.3725352,,,,,,,,,,,,,,,,,
5400,0.27246004,2.3340394,,,,,,,,,,,,,,,,,
5500,0.281619,2.372377,,,,,,,,,,,,,,,,,
5600,0.26870537,2.2857533,,,,,,,,,,,,,,,,,
5700,0.26461494,2.3828678,,,,,,,,,,,,,,,,,
5800,0.27040622,2.296479,,,,,,,,,,,,,,,,,
5900,0.27102524,2.3462892,,,,,,,,,,,,,,,,,
6000,0.2640588,2.280616,,,,,,,,,,,,,,,,,
6100,0.2853394,2.2496088,,,,,,,,,,,,,,,,,
6200,0.2549955,2.3321013,,,,,,,,,,,,,,,,,
6300,0.2624611,2.2722206,,,,,,,,,,,,,,,,,
6324,,,0.6101718544960022,1.9856661558151243,29.10080359681165,0.60057532787323,2.075330972671509,24.13970897708315,3000.0,0.6037883162498474,2.0523924827575684,22.725692266985227,3003.0,2630.813233613968,4645.363858938217,2630.813233613968,2014.2289788722992,0.0866749286651611,0.0
6400,0.25091308,2.2305863,,,,,,,,,,,,,,,,,
6500,0.2665853,2.2547312,,,,,,,,,,,,,,,,,
6600,0.26119795,2.2797828,,,,,,,,,,,,,,,,,
6700,0.24627611,2.213951,,,,,,,,,,,,,,,,,
6800,0.2614575,2.2401779,,,,,,,,,,,,,,,,,
6900,0.24628642,2.2321308,,,,,,,,,,,,,,,,,
7000,0.23664963,2.195887,,,,,,,,,,,,,,,,,
7100,0.25173643,2.2715323,,,,,,,,,,,,,,,,,
7200,0.2454724,2.2057128,,,,,,,,,,,,,,,,,
7300,0.25048023,2.1397483,,,,,,,,,,,,,,,,,
7400,0.24312969,2.1283379,,,,,,,,,,,,,,,,,
