accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/bleu,test/loss,test/num_examples,total_duration,train/accuracy,train/bleu,train/loss,validation/accuracy,validation/bleu,validation/loss,validation/num_examples
834.2934188842773,0.0,79.42094588279724,1,0,79.42094588279724,0.0007088489919237,0.0,11.6674219975597,3003.0,914.3366041183472,0.0006737467169121,0.0,11.67670435080507,0.0004835649898947,0.0,11.670898376957508,3000.0
1290.1177806854248,0.0404129028320312,918.0256545543672,2330,0,918.0256545543672,0.5319388763000407,17.594065809321204,3.1135926878159315,3003.0,2210.88431930542,0.5342506355376706,22.06201622414641,3.073093244491057,0.5346616904936082,19.1721859939074,3.06836245055858,3000.0
1691.1920564174652,0.0878908634185791,1756.788387298584,4659,0,1756.788387298584,0.6153157864156644,23.47528080418185,2.347699145895067,3003.0,3452.7623105049133,0.5943052365772004,28.20364697308731,2.5108662119082714,0.6105193983955561,24.926390730065584,2.3825340045380714,3000.0
2103.1726055145264,0.1154241561889648,2595.615488052368,6989,0,2595.615488052368,0.6429027947243042,25.695106239170286,2.117402024867817,3003.0,4705.477191209793,0.6240129442463053,30.234082655878016,2.271408997162749,0.6344868631511078,26.745354725869404,2.1754224994110425,3000.0
2519.941534757614,0.144864797592163,3434.2568662166595,9317,0,3434.2568662166595,0.6549416071117309,26.47338640700828,2.0112842077740978,3003.0,5962.8360595703125,0.6310226884049709,30.72456905846209,2.2086123660358,0.6493905841217096,27.48510681646216,2.071806107487818,3000.0
2933.5695049762726,0.1726620197296142,4272.934610128403,11647,0,4272.934610128403,0.6656324443669747,27.46169512978757,1.952830493579688,3003.0,7217.081240653992,0.632325238894407,30.9546379835172,2.196475130150358,0.6564208751286407,28.24096476613125,2.022720967501953,3000.0
3363.2849185466766,0.1990280151367187,5111.6573758125305,13977,0,5111.6573758125305,0.6719075010167916,27.81285602834542,1.917268026262274,3003.0,8487.435776948929,0.6448314902279199,31.99678562840408,2.1126269398350925,0.6622608523142924,28.644395303181472,1.989636094096788,3000.0
3777.944193840027,0.2272109985351562,5950.418746709824,16307,0,5950.418746709824,0.6744175236767184,27.789995475790697,1.901607438556737,3003.0,9742.743008375168,0.6425756947324761,31.566997284314635,2.1279174011475184,0.6631411885779469,28.46059862887999,1.978216714609862,3000.0
4211.901082038879,0.254235029220581,6789.33721780777,18638,0,6789.33721780777,0.6779733891116146,28.278883174103463,1.8753166579513103,3003.0,11017.526443958282,0.6405348924847835,31.92182420530681,2.144438064554808,0.666637735427955,28.75658954087673,1.95372073811856,3000.0
4647.157075166702,0.2821762561798095,7628.283821344376,20971,0,7628.283821344376,0.6821683806867701,28.403674851027265,1.8533147405728887,3003.0,12293.609944105148,0.6557505592583197,31.97289892469149,2.037591023615692,0.6698739011295582,29.12639961707934,1.9302835287225204,3000.0
5076.229708909988,0.30855393409729,8466.996667861938,23300,0,8466.996667861938,0.684364650514206,28.84685819859436,1.833552669804195,3003.0,13563.175300359726,0.6499599496509898,32.37328722340746,2.075645811877789,0.6718949548052721,29.13120630078631,1.91502333356065,3000.0
5497.125893354416,0.335533857345581,9305.900706768036,25630,0,9305.900706768036,0.6862355470338737,28.90665549470415,1.8225190285282669,3003.0,14824.870436668396,0.6555964014978537,32.3854441521637,2.0485064988811765,0.6740771968109509,29.3054603083219,1.9047163860336511,3000.0
5920.518017292023,0.3631815910339355,10144.524709701538,27960,0,10144.524709701538,0.6883272325838127,29.048147001439247,1.810189522688978,3003.0,16088.77847957611,0.6638201524015309,32.34888222797976,1.992369687209075,0.6760486540774447,29.53729800869249,1.892534849226916,3000.0
6346.140954017639,0.390855073928833,10983.246406555176,30291,0,10983.246406555176,0.6839579338794957,28.767140473673848,1.8407522805182728,3003.0,17355.021286964417,0.6495445517430313,31.33501250079295,2.0672467496518503,0.6715601790430373,29.421524762252385,1.921324014891321,3000.0
6772.898654222488,0.4186007976531982,11822.05277633667,32621,0,11822.05277633667,0.6879088954738248,29.19543172425137,1.815758090755912,3003.0,18622.40078830719,0.6583320019172392,32.268081335637575,2.026612570755255,0.6759246630543949,29.576979863853246,1.893813312916145,3000.0
