global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,35.093567,0.1903565,,,,,,,,,,,
1,,,0.1507352721531811,0.1504084207728406,83274637.0,0.1539910300884046,95000000.0,20.77578473091125,873.753071308136,20.77578473091125,852.9772264957428,0.0,0.0
1,6.880451,0.1562404,,,,,,,,,,,
2,14.810182,0.19482277,,,,,,,,,,,
3,13.66201,0.182515,,,,,,,,,,,
4,70.219444,0.2551672,,,,,,,,,,,
5,22.679457,0.17171383,,,,,,,,,,,
6,15.955633,0.2792,,,,,,,,,,,
7,15.1196785,0.24830136,,,,,,,,,,,
8,148.05307,0.47523645,,,,,,,,,,,
9,68.76206,0.26103282,,,,,,,,,,,
10,14.720959,0.30904528,,,,,,,,,,,
11,14.344495,0.26119906,,,,,,,,,,,
12,341.99615,1.8924208,,,,,,,,,,,
13,282.1341,1.2722434,,,,,,,,,,,
14,13.779592,0.31041938,,,,,,,,,,,
15,13.645981,0.27443412,,,,,,,,,,,
16,353.94336,2.946111,,,,,,,,,,,
17,304.2318,1.8411313,,,,,,,,,,,
18,12.740146,0.34516385,,,,,,,,,,,
19,11.826828,0.2948586,,,,,,,,,,,
20,324.94427,2.9532993,,,,,,,,,,,
21,268.21417,1.6781152,,,,,,,,,,,
22,10.97048,0.3722183,,,,,,,,,,,
23,10.398566,0.3283822,,,,,,,,,,,
24,285.54462,2.6432035,,,,,,,,,,,
25,226.09694,1.55064,,,,,,,,,,,
26,9.935201,0.36267653,,,,,,,,,,,
27,9.644018,0.2811241,,,,,,,,,,,
28,276.22073,5.593966,,,,,,,,,,,
29,257.7671,4.5300107,,,,,,,,,,,
30,8.314197,0.25207287,,,,,,,,,,,
31,7.402659,0.20092928,,,,,,,,,,,
32,223.45764,5.536415,,,,,,,,,,,
33,208.02567,3.848519,,,,,,,,,,,
34,6.912063,0.24946766,,,,,,,,,,,
35,5.953214,0.20020655,,,,,,,,,,,
36,180.22984,4.041543,,,,,,,,,,,
37,154.56348,2.3971076,,,,,,,,,,,
38,5.5327377,0.24047332,,,,,,,,,,,
39,4.4465327,0.18692887,,,,,,,,,,,
40,146.07771,3.4915469,,,,,,,,,,,
41,91.83942,1.10181,,,,,,,,,,,
42,4.2315726,0.26766917,,,,,,,,,,,
