global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.29666254,6.9077535,0.0,,,,,,,,,,,,,,
1,,,,0.0008984374580904,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,42.79926133155823,83.1772723197937,42.79926133155823,40.37792325019837,0.0,0.0
1,0.29501063,6.9077535,4.7369394e-07,,,,,,,,,,,,,,
2,0.29623887,6.90775,9.475043e-07,,,,,,,,,,,,,,
3,0.28496286,6.907762,1.4213147e-06,,,,,,,,,,,,,,
4,0.2997455,6.907764,1.8950086e-06,,,,,,,,,,,,,,
5,0.29673943,6.90776,2.3687026e-06,,,,,,,,,,,,,,
6,0.2809574,6.907741,2.842513e-06,,,,,,,,,,,,,,
7,0.2893644,6.9077687,3.3162069e-06,,,,,,,,,,,,,,
8,0.28042462,6.907756,3.7900172e-06,,,,,,,,,,,,,,
9,0.28626218,6.907743,4.2638276e-06,,,,,,,,,,,,,,
10,0.2892538,6.9077077,4.7375215e-06,,,,,,,,,,,,,,
11,0.29095173,6.907702,5.2112155e-06,,,,,,,,,,,,,,
12,0.29537854,6.9077115,5.685026e-06,,,,,,,,,,,,,,
13,0.2902652,6.907685,6.1587198e-06,,,,,,,,,,,,,,
14,0.29081827,6.9076653,6.63253e-06,,,,,,,,,,,,,,
15,0.28789708,6.9077177,7.106224e-06,,,,,,,,,,,,,,
16,0.2987994,6.907656,7.5800344e-06,,,,,,,,,,,,,,
17,0.30260524,6.9076457,8.053728e-06,,,,,,,,,,,,,,
18,0.28317708,6.907544,8.527422e-06,,,,,,,,,,,,,,
19,0.29264787,6.9075727,9.001349e-06,,,,,,,,,,,,,,
20,0.2969373,6.907547,9.475043e-06,,,,,,,,,,,,,,
21,0.30058524,6.9075985,9.948737e-06,,,,,,,,,,,,,,
22,0.2976419,6.9075117,1.0422547e-05,,,,,,,,,,,,,,
23,0.29581887,6.907651,1.0896241e-05,,,,,,,,,,,,,,
24,0.29092565,6.9074235,1.1369935e-05,,,,,,,,,,,,,,
25,0.28129512,6.9074016,1.1843746e-05,,,,,,,,,,,,,,
26,0.2830757,6.9075823,1.2317556e-05,,,,,,,,,,,,,,
27,0.30559587,6.9073963,1.279125e-05,,,,,,,,,,,,,,
28,0.3085993,6.907499,1.3264944e-05,,,,,,,,,,,,,,
29,0.31560054,6.9071712,1.3738754e-05,,,,,,,,,,,,,,
30,0.2921872,6.907115,1.4212565e-05,,,,,,,,,,,,,,
31,0.3189408,6.9067907,1.46862585e-05,,,,,,,,,,,,,,
32,0.31314704,6.907609,1.5160069e-05,,,,,,,,,,,,,,
33,0.2938548,6.906941,1.5633763e-05,,,,,,,,,,,,,,
34,0.3027833,6.9068923,1.6107457e-05,,,,,,,,,,,,,,
35,0.31252143,6.906873,1.6581267e-05,,,,,,,,,,,,,,
36,0.2961844,6.907497,1.7055077e-05,,,,,,,,,,,,,,
37,0.29691848,6.9069724,1.7528771e-05,,,,,,,,,,,,,,
38,0.32879955,6.906637,1.8002465e-05,,,,,,,,,,,,,,
39,0.32551888,6.9067936,1.8476276e-05,,,,,,,,,,,,,,
40,0.31183514,6.906602,1.894997e-05,,,,,,,,,,,,,,
41,0.33368605,6.9064054,1.942378e-05,,,,,,,,,,,,,,
42,0.3417244,6.9056787,1.989759e-05,,,,,,,,,,,,,,
43,0.29440293,6.90643,2.0371284e-05,,,,,,,,,,,,,,
