global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.8174024,0.83472127,0.0,,,,,,,,,,,,,,
1,,,,0.2544041361127581,0.8768450192042759,0.249663087311392,0.8833360902768008,3554.0,0.2712526254832362,0.8817089925561994,3581.0,64.11808037757874,289.41049885749817,64.11808037757874,225.2923047542572,0.0,0.0
100,0.21423092,0.40751964,0.00039534504,,,,,,,,,,,,,,
200,0.16217849,0.32492906,0.0007906902,,,,,,,,,,,,,,
300,0.10638404,0.34629235,0.0011860352,,,,,,,,,,,,,,
304,,,,0.7145417758396694,0.2928941590445382,0.6907769387266108,0.31750017723208,3554.0,0.708785094618298,0.3190939785281695,3581.0,144.2680625915527,374.0419232845306,144.2680625915527,229.7307386398316,0.0321319103240966,0.0
400,0.10675558,0.3000127,0.0014271917,,,,,,,,,,,,,,
496,,,,0.7256770133972168,0.2808851514543806,0.7020834524039814,0.3047481229886219,3554.0,0.7195448035203156,0.3065189296591385,3581.0,224.8693549633026,458.6763956546784,224.8693549633026,233.71903562545776,0.0701358318328857,0.0
500,0.21048686,0.29586723,0.0014271429,,,,,,,,,,,,,,
600,0.10114978,0.33326823,0.0014270392,,,,,,,,,,,,,,
685,,,,0.7309807368687221,0.2761992386409214,0.7075124557057189,0.3001062568145047,3554.0,0.7247985652357931,0.3017492904173066,3581.0,305.166686296463,543.0562379360199,305.166686296463,237.75902581214905,0.1062386035919189,0.0
700,0.4010945,0.27341947,0.0014268806,,,,,,,,,,,,,,
800,0.15738335,0.30566528,0.0014266672,,,,,,,,,,,,,,
876,,,,0.7329848153250558,0.2742838518960135,0.7095590053680711,0.2979091972733187,3554.0,0.726708943469003,0.2997984834237992,3581.0,385.2831604480744,627.253350019455,385.2831604480744,241.7985908985138,0.1408019065856933,0.0
900,0.12907465,0.2450013,0.001426399,,,,,,,,,,,,,,
1000,0.12806758,0.24202369,0.001426076,,,,,,,,,,,,,,
1100,0.2495038,0.27078167,0.0014256982,,,,,,,,,,,,,,
1145,,,,0.7342331068856376,0.2732284920556204,0.7102277473445414,0.2973388946653418,3554.0,0.7272991488280159,0.2991078538423276,3581.0,465.467229604721,711.5332427024841,465.467229604721,245.83930683135983,0.1859972476959228,0.0
1200,0.1261026,0.2504745,0.0014252657,,,,,,,,,,,,,,
1300,0.15923682,0.4039961,0.0014247784,,,,,,,,,,,,,,
1400,0.23660414,0.3028507,0.0014242363,,,,,,,,,,,,,,
1488,,,,0.7286928040640694,0.2789962632315499,0.7061720865793824,0.302330175946117,3554.0,0.7233980802542935,0.3039407610260751,3581.0,545.5988140106201,795.7454707622528,545.5988140106201,249.88196301460263,0.2116761207580566,0.0
1500,0.21322775,0.2791508,0.0014236398,,,,,,,,,,,,,,
1600,0.1888529,0.23267584,0.0014229887,,,,,,,,,,,,,,
1700,0.08479078,0.39462364,0.0014222829,,,,,,,,,,,,,,
