global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.3091574,6.9077563,,,,,,,,,,,,,,
1,,,0.0006835937383584,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,45.11084270477295,85.41365575790405,45.11084270477295,40.30273103713989,0.0,0.0
100,0.47046795,6.8656044,,,,,,,,,,,,,,
200,0.5629907,6.8017683,,,,,,,,,,,,,,
300,1.1142093,6.7547007,,,,,,,,,,,,,,
400,1.2271996,6.549446,,,,,,,,,,,,,,
500,0.9530077,6.536005,,,,,,,,,,,,,,
600,1.3896742,6.5675716,,,,,,,,,,,,,,
700,0.91381174,6.6054325,,,,,,,,,,,,,,
800,1.2419678,6.3652763,,,,,,,,,,,,,,
896,,,0.0359765626490116,5.821266174316406,0.035080000758171,5.840633392333984,50000.0,0.0260000005364418,5.972511291503906,10000.0,465.2252721786499,527.3722543716431,465.2252721786499,62.06961631774902,0.0271074771881103,0.0
900,0.81696403,6.35813,,,,,,,,,,,,,,
1000,0.7871291,6.299928,,,,,,,,,,,,,,
1100,0.9207017,6.142843,,,,,,,,,,,,,,
1200,0.793125,6.7024345,,,,,,,,,,,,,,
1300,0.98001343,6.691169,,,,,,,,,,,,,,
1400,0.72522914,6.0520377,,,,,,,,,,,,,,
1500,0.82332325,6.0546713,,,,,,,,,,,,,,
1600,0.8387635,5.93709,,,,,,,,,,,,,,
1700,1.0821557,5.9303207,,,,,,,,,,,,,,
1800,0.8142564,5.839741,,,,,,,,,,,,,,
1847,,,0.0893749967217445,5.071540355682373,0.0844400003552436,5.121751308441162,50000.0,0.066100001335144,5.380297660827637,10000.0,885.4900488853455,969.2226696014404,885.4900488853455,83.57317638397217,0.0564656257629394,0.0
1900,0.7895221,6.0703216,,,,,,,,,,,,,,
2000,0.74794763,6.053813,,,,,,,,,,,,,,
2100,0.7293971,6.0188856,,,,,,,,,,,,,,
2200,0.8526119,5.5952806,,,,,,,,,,,,,,
2300,0.60202765,6.3873734,,,,,,,,,,,,,,
2400,0.85959184,5.5808544,,,,,,,,,,,,,,
2500,0.780667,5.4601007,,,,,,,,,,,,,,
2600,0.7827356,5.510831,,,,,,,,,,,,,,
2700,0.701654,5.4050484,,,,,,,,,,,,,,
