accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
823.5677132606506,0.0,5.419925212860107,1,0,5.419925212860107,9.485608948833264,95000000.0,829.3135352134705,9.067600679120844,9.1420565728506,83274637.0
1460.5708456039429,0.0285861492156982,125.33210349082948,178,0,125.33210349082948,0.1474816764325593,95000000.0,1586.971322774887,0.1422788579960155,0.1434317818327249,83274637.0
2081.255811214447,0.0640695095062255,245.51340889930725,357,0,245.51340889930725,0.1440620005415264,95000000.0,2328.474824666977,0.1403201057354126,0.1402887928038169,83274637.0
2709.9170486927032,0.0847744941711425,365.9294910430908,545,0,365.9294910430908,0.4240070941552413,95000000.0,3078.2033038139343,0.4120362955426785,0.4152883737896327,83274637.0
3320.348539590836,0.1064577102661132,485.999263048172,730,0,485.999263048172,0.1453084252641376,95000000.0,3809.321895837784,0.1435664340948692,0.1424929708150842,83274637.0
3919.365739345551,0.1280171871185302,605.7782447338104,914,0,605.7782447338104,0.1351395701260215,95000000.0,4528.816601276398,0.1320174306372011,0.132636506857449,83274637.0
4517.096282482147,0.1500794887542724,725.6121752262115,1093,0,725.6121752262115,0.1331586888830084,95000000.0,5247.010021448135,0.1294517830386538,0.1304580854407065,83274637.0
5119.732856988907,0.1703855991363525,845.7520132064819,1273,0,845.7520132064819,0.1324392714772676,95000000.0,5970.442445993424,0.1281820412953048,0.1298372298610477,83274637.0
5717.60758638382,0.1930897235870361,965.3910734653472,1450,0,965.3910734653472,0.1317546426950153,95000000.0,6688.655637025833,0.1287852198991447,0.129086441184092,83274637.0
,,,1450,0,965.3910734653473,,,,,,
