global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,5.779842,0.65966785,,,,,,,,,,,
1,,,0.6484858787284707,0.6448076213591375,83274637.0,0.6466222193256579,95000000.0,23.3191831111908,812.0013055801392,23.3191831111908,788.6820831298828,0.0,0.0
1,5.626148,0.64831674,,,,,,,,,,,
2,5.224988,0.62197036,,,,,,,,,,,
3,4.6123457,0.57819796,,,,,,,,,,,
4,3.9449346,0.5205499,,,,,,,,,,,
5,3.2631955,0.45274085,,,,,,,,,,,
6,2.6597176,0.37746626,,,,,,,,,,,
7,2.0946128,0.2973519,,,,,,,,,,,
8,1.3400996,0.22416957,,,,,,,,,,,
9,0.45895252,0.1753799,,,,,,,,,,,
10,0.40329945,0.17349161,,,,,,,,,,,
11,0.7937093,0.18932225,,,,,,,,,,,
12,0.94302016,0.20243078,,,,,,,,,,,
13,0.8152815,0.19167534,,,,,,,,,,,
14,0.3944055,0.1668187,,,,,,,,,,,
15,0.2340797,0.1589946,,,,,,,,,,,
16,0.6186206,0.16863394,,,,,,,,,,,
17,0.611847,0.1668917,,,,,,,,,,,
18,0.26570272,0.15505643,,,,,,,,,,,
19,0.16050906,0.1490208,,,,,,,,,,,
20,0.37025434,0.14915588,,,,,,,,,,,
21,0.38743776,0.15140897,,,,,,,,,,,
22,0.14581807,0.14216629,,,,,,,,,,,
23,0.17983438,0.14108588,,,,,,,,,,,
24,0.30292413,0.14378035,,,,,,,,,,,
25,0.19058439,0.13954988,,,,,,,,,,,
26,0.06902042,0.13710696,,,,,,,,,,,
27,0.20795962,0.13782759,,,,,,,,,,,
28,0.17868865,0.1362467,,,,,,,,,,,
29,0.029079476,0.13461807,,,,,,,,,,,
30,0.14939111,0.1348974,,,,,,,,,,,
31,0.15260872,0.13256486,,,,,,,,,,,
32,0.021426769,0.13061565,,,,,,,,,,,
33,0.13718516,0.1326423,,,,,,,,,,,
34,0.1252827,0.13292956,,,,,,,,,,,
35,0.024369607,0.13114895,,,,,,,,,,,
36,0.118867986,0.12965433,,,,,,,,,,,
37,0.06387637,0.13091817,,,,,,,,,,,
