accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,total_duration,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples
152.34685134887695,0.0,97.47303700447084,1,0,97.47303700447084,0.9827697678248538,0.2185296493680605,0.0309801910605465,43793.0,250.2126216888428,0.9864064939525627,0.2098097466829594,0.0274252537964749,0.9838443720787492,0.2160852530268968,0.0290103526165917,43793.0
219.6188583374024,0.0337433815002441,351.5072774887085,4,0,351.5072774887085,0.98323013361559,0.0655737471879989,0.0536287458727958,43793.0,572.5452902317047,0.9868091123070684,0.0532328014247979,0.0513431114680107,0.9842214909877104,0.0624674105732938,0.0520257599539444,43793.0
289.7356493473053,0.0738921165466308,610.9223582744598,7,0,610.9223582744598,0.9835388693197158,0.0584471726043183,0.1128772819144739,43793.0,903.179965019226,0.9872371639006812,0.0459942382728237,0.1146022718842461,0.9845178276976586,0.0552380761008908,0.1129852799180826,43793.0
361.22812604904175,0.1054015159606933,871.0638191699982,10,0,871.0638191699982,0.9832958399864544,0.0645744562166018,0.1159391288124259,43793.0,1235.9574904441831,0.986909791263494,0.0513273242282368,0.1140331220528678,0.9842693919901404,0.0611204232215941,0.1135597107028027,43793.0
434.8519048690796,0.1354568004608154,1132.5086777210236,13,0,1132.5086777210236,0.9841976178071004,0.055031089564312,0.1478318795810733,43793.0,1572.2403888702393,0.9879806185040962,0.0425459095302182,0.1597606530892479,0.9852030555968262,0.051917722213968,0.1517155661432734,43793.0
505.663681268692,0.1676666736602783,1391.5306296348572,16,0,1391.5306296348572,0.9843884189994184,0.0536455663573272,0.166611203006528,43793.0,1903.3973262310028,0.9882469094556592,0.0409353323935693,0.1894463570764628,0.9853682734611398,0.0506223844733366,0.1711067297466701,43793.0
581.7458107471466,0.20139741897583,1652.6277551651,19,0,1652.6277551651,0.9846735678011826,0.0521159814057288,0.1872497815184018,43793.0,2241.8637931346893,0.9883400661216286,0.040040707640352,0.207152225729581,0.985587075497663,0.0492586837819384,0.1865031998410662,43793.0
657.503279209137,0.2324607372283935,1908.704182624817,22,0,1908.704182624817,0.9849633497444824,0.0507852562853829,0.2040110839210167,43793.0,2574.9150490760803,0.9886647055816205,0.038609322707949,0.2462900470984541,0.985838352790071,0.0480497416390424,0.2008059076450648,43793.0
734.1990346908569,0.2628731727600097,2165.545308828354,25,0,2165.545308828354,0.9852244904492,0.0495315637242286,0.2195729037715134,43793.0,2909.941622018814,0.9892619227351191,0.0368223011742675,0.2716870930629975,0.9861131746429954,0.0469554460293722,0.2188605581299354,43793.0
809.38680768013,0.2928321361541748,2420.995172739029,28,0,2420.995172739029,0.985418661198998,0.0487697640341016,0.2307230968359762,43793.0,3242.13836812973,0.9894063293326107,0.0361298635747497,0.2909590518241227,0.986316956873672,0.0461986108252612,0.2312785433148184,43793.0
884.8038265705109,0.3228456974029541,2675.240301132202,31,0,2675.240301132202,0.9855841907102144,0.0481899533537416,0.2394154095515832,43793.0,3573.437154769897,0.9897192320339928,0.0349838708669657,0.3148416066670689,0.9864517291855937,0.0456503561977402,0.2396651413295918,43793.0
960.5558612346648,0.3529403209686279,2928.72483253479,34,0,2928.72483253479,0.9856861198239912,0.0477695944769162,0.2451377346205431,43793.0,3904.361501455307,0.989845387130951,0.0343207369337776,0.3365755713637302,0.9865276400962242,0.0452841786591697,0.2463532806826386,43793.0
1035.3740298748016,0.3895702362060547,3181.830142259598,37,0,3181.830142259598,0.9857610924779262,0.0475434228028063,0.249066364258403,43793.0,4234.006580114365,0.9898200088923862,0.034260904539506,0.3435312313880577,0.9865881252603096,0.0450767683334997,0.2533296812490243,43793.0
1113.185278892517,0.4267628192901611,3436.5085229873657,40,0,3436.5085229873657,0.985785942964343,0.0473957249634508,0.2527284849524577,43793.0,4568.1277503967285,0.9902227690168744,0.0329057306097926,0.3656495316459465,0.9866490163650932,0.0448887385047742,0.257703660986371,43793.0
1189.999666929245,0.4582915306091308,3691.751174926758,43,0,3691.751174926758,0.985906404644261,0.0471217608549241,0.2554511545322326,43793.0,4901.685204982758,0.990359867917914,0.032565946210266,0.3671938986272808,0.9867675510490724,0.0445310000927574,0.2624444798817838,43793.0
1268.2592129707336,0.4911520481109619,3949.1193120479584,46,0,3949.1193120479584,0.986023075572014,0.0469103968064597,0.2591013722964749,43793.0,5238.99361038208,0.990628221125156,0.0315721033018523,0.4002431887289323,0.986817887695694,0.0442772110422771,0.2667924939618744,43793.0
1347.3457324504852,0.5232577323913574,4206.534358263016,49,0,4206.534358263016,0.986054243978706,0.046796039158891,0.2585057578395737,43793.0,5577.324888467789,0.9907488832242606,0.0311209131457305,0.4145991368037983,0.9868641649353296,0.0441726432554576,0.2673733568619207,43793.0
1426.4584333896637,0.5547635555267334,4463.854718923569,52,0,4463.854718923569,0.9860618254830366,0.0467245775575257,0.2608816300657802,43793.0,5915.362476348877,0.990828925898974,0.0306621878812705,0.4145573383349739,0.9869303332691948,0.0440837993278839,0.2696753274213177,43793.0
,,,52,0,4463.854718923569,,,,,,,,,,,,
