global_step,grad_norm,loss,lr,train/accuracy,train/loss,train/mean_average_precision,validation/accuracy,validation/loss,validation/mean_average_precision,validation/num_examples,test/accuracy,test/loss,test/mean_average_precision,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,1.4798408,0.7469938,0.0,,,,,,,,,,,,,,,,,
1,,,,0.4762220680713653,0.7540363669395447,0.0197035364923207,0.4763843715190887,0.7567746043205261,0.0237791441665181,43793.0,0.475789725780487,0.7576079964637756,0.0257726420304911,43793.0,21.07374596595764,329.38235783576965,21.07374596595764,308.3085713386536,0.0,0.0
1,1.4811785,0.75045484,4.6310015e-07,,,,,,,,,,,,,,,,,
2,1.4820118,0.74975747,9.262003e-07,,,,,,,,,,,,,,,,,
3,1.4744749,0.74777615,1.3893005e-06,,,,,,,,,,,,,,,,,
4,1.4541996,0.74548215,1.8526334e-06,,,,,,,,,,,,,,,,,
5,1.469796,0.74348474,2.3157336e-06,,,,,,,,,,,,,,,,,
6,1.4609073,0.7388448,2.7788337e-06,,,,,,,,,,,,,,,,,
7,1.4572307,0.73993254,3.2419339e-06,,,,,,,,,,,,,,,,,
8,1.4189858,0.7326406,3.7052669e-06,,,,,,,,,,,,,,,,,
9,1.4216304,0.7274306,4.168367e-06,,,,,,,,,,,,,,,,,
10,1.4039867,0.7254444,4.6317e-06,,,,,,,,,,,,,,,,,
11,1.3717456,0.72103333,5.0948e-06,,,,,,,,,,,,,,,,,
12,1.3638158,0.7146365,5.5579003e-06,,,,,,,,,,,,,,,,,
13,1.3198459,0.70971626,6.0210004e-06,,,,,,,,,,,,,,,,,
14,1.275793,0.70321524,6.4841006e-06,,,,,,,,,,,,,,,,,
15,1.2696536,0.6980613,6.9472007e-06,,,,,,,,,,,,,,,,,
16,1.2186933,0.6930866,7.410301e-06,,,,,,,,,,,,,,,,,
17,1.1818427,0.6857007,7.873634e-06,,,,,,,,,,,,,,,,,
18,1.1717889,0.67930436,8.336734e-06,,,,,,,,,,,,,,,,,
19,1.1396056,0.67362577,8.799834e-06,,,,,,,,,,,,,,,,,
20,1.0895171,0.6679641,9.262934e-06,,,,,,,,,,,,,,,,,
21,1.06082,0.6629608,9.7260345e-06,,,,,,,,,,,,,,,,,
22,1.030536,0.6538138,1.0189135e-05,,,,,,,,,,,,,,,,,
23,1.0064853,0.65135354,1.0652235e-05,,,,,,,,,,,,,,,,,
24,0.97369796,0.6451845,1.1115568e-05,,,,,,,,,,,,,,,,,
25,0.94790167,0.6391823,1.1578901e-05,,,,,,,,,,,,,,,,,
26,0.9199771,0.6365268,1.2042001e-05,,,,,,,,,,,,,,,,,
27,0.89517486,0.63132256,1.2505101e-05,,,,,,,,,,,,,,,,,
28,0.88329715,0.6279095,1.2968201e-05,,,,,,,,,,,,,,,,,
29,0.8476152,0.6218403,1.3431301e-05,,,,,,,,,,,,,,,,,
30,0.85193396,0.61758864,1.3894634e-05,,,,,,,,,,,,,,,,,
31,0.81865126,0.61392593,1.43577345e-05,,,,,,,,,,,,,,,,,
32,0.80809575,0.61003333,1.4820835e-05,,,,,,,,,,,,,,,,,
33,0.7870878,0.60676605,1.5283935e-05,,,,,,,,,,,,,,,,,
34,0.7661097,0.60403657,1.5747035e-05,,,,,,,,,,,,,,,,,
35,0.7732962,0.59779394,1.6210135e-05,,,,,,,,,,,,,,,,,
36,0.7579589,0.5965547,1.6673235e-05,,,,,,,,,,,,,,,,,
37,0.73889184,0.59127086,1.7136568e-05,,,,,,,,,,,,,,,,,
38,0.7192765,0.58945274,1.7599668e-05,,,,,,,,,,,,,,,,,
39,0.7076878,0.58330846,1.8062769e-05,,,,,,,,,,,,,,,,,
40,0.6900637,0.58109844,1.8526101e-05,,,,,,,,,,,,,,,,,
41,0.67841107,0.57568,1.8989202e-05,,,,,,,,,,,,,,,,,
42,0.6591447,0.57484907,1.9452302e-05,,,,,,,,,,,,,,,,,
43,0.6560942,0.5681831,1.9915635e-05,,,,,,,,,,,,,,,,,
44,0.6393391,0.5661506,2.0378735e-05,,,,,,,,,,,,,,,,,
