global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.3577511,6.907754,0.0,,,,,,,,,,,,,,
1,,,,0.0009374999790452,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,44.30296874046326,83.41908025741577,44.30296874046326,39.11601710319519,0.0,0.0
100,0.4522684,6.879637,7.648417e-05,,,,,,,,,,,,,,
200,0.5669085,6.787648,0.00015296845,,,,,,,,,,,,,,
300,0.91396546,6.7316446,0.00022945274,,,,,,,,,,,,,,
400,1.0077598,6.5133867,0.0003059369,,,,,,,,,,,,,,
500,1.4476551,6.714645,0.00038242107,,,,,,,,,,,,,,
578,,,,0.0208398438990116,6.154857158660889,0.0189999993890523,6.181225299835205,50000.0,0.0152000002562999,6.26232385635376,10000.0,464.61222076416016,519.3270599842072,464.61222076416016,54.662362575531006,0.0306973457336425,0.0
600,1.4015144,6.3714037,0.00045890542,,,,,,,,,,,,,,
700,1.1739208,6.2001047,0.0005353897,,,,,,,,,,,,,,
800,1.1255445,6.2963724,0.00061187387,,,,,,,,,,,,,,
900,0.9898947,6.519041,0.00068835804,,,,,,,,,,,,,,
1000,0.9842678,6.034089,0.0007648423,,,,,,,,,,,,,,
1100,1.484977,6.211396,0.00084132655,,,,,,,,,,,,,,
1193,,,,0.0582226552069187,5.448899269104004,0.0564599968492984,5.483896255493164,50000.0,0.0437000021338462,5.672222137451172,10000.0,884.8913152217865,955.2656936645508,884.8913152217865,70.2720274925232,0.0580027103424072,0.0
1200,1.0929697,5.8369164,0.0009178108,,,,,,,,,,,,,,
1300,1.1168535,5.782397,0.000994295,,,,,,,,,,,,,,
1400,1.3761367,6.102718,0.0010707793,,,,,,,,,,,,,,
1500,1.07094,5.789539,0.0011472635,,,,,,,,,,,,,,
1600,1.0069919,5.9978347,0.0012237477,,,,,,,,,,,,,,
1700,1.0643603,5.6392508,0.0013002319,,,,,,,,,,,,,,
1800,1.1102257,6.639309,0.0013767162,,,,,,,,,,,,,,
1808,,,,0.0926367193460464,5.021317005157471,0.086899995803833,5.0692949295043945,50000.0,0.0655000060796737,5.322231292724609,10000.0,1305.2831859588623,1391.597404718399,1305.2831859588623,86.16064381599426,0.0864934921264648,0.0
1900,1.0810678,5.6267815,0.0014271957,,,,,,,,,,,,,,
2000,1.1572629,5.604168,0.001427194,,,,,,,,,,,,,,
2100,0.8518519,5.397467,0.0014271903,,,,,,,,,,,,,,
2200,1.0325887,5.695434,0.0014271843,,,,,,,,,,,,,,
2300,1.2341398,5.2615175,0.0014271764,,,,,,,,,,,,,,
2400,0.90685105,6.388943,0.0014271664,,,,,,,,,,,,,,
2421,,,,0.1449999958276748,4.549602031707764,0.1363999992609024,4.624855041503906,50000.0,0.105600006878376,4.953824996948242,10000.0,1725.6914870738983,1827.714429140091,1725.6914870738983,101.81844997406006,0.1150331497192382,0.0
2500,0.9235014,5.2087283,0.0014271544,,,,,,,,,,,,,,
2600,0.974793,5.0641966,0.0014271402,,,,,,,,,,,,,,
2700,0.9873351,5.036845,0.001427124,,,,,,,,,,,,,,
2800,1.2788992,5.0703235,0.0014271059,,,,,,,,,,,,,,
2900,0.8734065,6.185949,0.0014270856,,,,,,,,,,,,,,
3000,1.0223322,5.412562,0.0014270634,,,,,,,,,,,,,,
3035,,,,0.1923828125,4.130636215209961,0.1780799925327301,4.22912073135376,50000.0,0.13960000872612,4.615272045135498,10000.0,2145.7555887699127,2263.5746881961823,2145.7555887699127,117.56223106384276,0.1446549892425537,0.0
3100,1.230426,4.9926167,0.0014270388,,,,,,,,,,,,,,
3200,1.036794,4.919873,0.0014270123,,,,,,,,,,,,,,
3300,0.84526855,5.7815413,0.0014269839,,,,,,,,,,,,,,
3400,1.1284593,4.67448,0.0014269532,,,,,,,,,,,,,,
3500,0.7621903,6.2626143,0.0014269205,,,,,,,,,,,,,,
3600,0.73983854,5.4545507,0.0014268858,,,,,,,,,,,,,,
3648,,,,0.237597644329071,3.774085521697998,0.2228999882936477,3.871034383773804,50000.0,0.1693000048398971,4.331545352935791,10000.0,2565.7294487953186,2699.1882240772247,2565.7294487953186,133.1512794494629,0.1721489429473877,0.0
3700,1.8614486,4.606691,0.001426849,,,,,,,,,,,,,,
3800,1.3946273,4.977209,0.00142681,,,,,,,,,,,,,,
3900,1.2423369,4.6226807,0.0014267693,,,,,,,,,,,,,,
4000,1.0233462,5.6449876,0.0014267262,,,,,,,,,,,,,,
4100,0.92632085,4.470172,0.0014266812,,,,,,,,,,,,,,
4200,0.95273346,4.3855777,0.0014266343,,,,,,,,,,,,,,
4260,,,,0.2811132669448852,3.529062509536743,0.2528199851512909,3.7073299884796143,50000.0,0.1909000128507614,4.184444904327393,10000.0,2985.9275941848755,3135.0259082317352,2985.9275941848755,148.73543071746826,0.2048449516296386,0.0
4300,1.1040007,4.6918097,0.001426585,,,,,,,,,,,,,,
4400,1.1141877,4.4286394,0.0014265339,,,,,,,,,,,,,,
4500,0.8476795,5.9936767,0.0014264806,,,,,,,,,,,,,,
4600,1.296409,4.335457,0.0014264252,,,,,,,,,,,,,,
4700,0.99153996,4.4143353,0.0014263678,,,,,,,,,,,,,,
4800,1.1429404,4.2669525,0.0014263084,,,,,,,,,,,,,,
