global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,119.7056,10.89716,0.0,,,,,,,,,,,,,,
1,,,,0.0010961415246129,487.6383056640625,0.0009999999310821,489.605224609375,50000.0,0.0010000000474974,482.7951354980469,10000.0,51.82484984397888,87.58295321464539,51.82484984397888,35.75799775123596,0.0,0.0
1,121.38971,10.832345,0.00010442734,,,,,,,,,,,,,,
2,113.16139,10.510163,0.00020885468,,,,,,,,,,,,,,
3,108.24672,9.742237,0.0003131628,,,,,,,,,,,,,,
4,100.57385,9.493396,0.00041759014,,,,,,,,,,,,,,
5,96.60131,8.982486,0.0005220175,,,,,,,,,,,,,,
6,89.58476,8.678202,0.0006264448,,,,,,,,,,,,,,
7,95.717476,8.446565,0.00073087215,,,,,,,,,,,,,,
8,86.29362,8.394045,0.0008351803,,,,,,,,,,,,,,
9,85.604675,8.251652,0.0009396076,,,,,,,,,,,,,,
10,77.40707,8.227878,0.001044035,,,,,,,,,,,,,,
11,69.66805,8.352152,0.0011484623,,,,,,,,,,,,,,
12,64.085556,8.532401,0.0012528896,,,,,,,,,,,,,,
13,61.800507,8.907461,0.001357317,,,,,,,,,,,,,,
14,52.18248,9.104287,0.0014616251,,,,,,,,,,,,,,
15,60.50054,8.92972,0.0015660524,,,,,,,,,,,,,,
16,46.80973,9.855675,0.0016704798,,,,,,,,,,,,,,
17,36.285954,9.6893635,0.0017749071,,,,,,,,,,,,,,
18,47.06665,10.016477,0.0018793344,,,,,,,,,,,,,,
19,39.79952,10.501714,0.0019836426,,,,,,,,,,,,,,
20,34.96469,10.614128,0.00208807,,,,,,,,,,,,,,
21,56.52687,11.190102,0.0021924973,,,,,,,,,,,,,,
22,43.58758,12.561399,0.0022969246,,,,,,,,,,,,,,
23,33.994083,10.196104,0.002401352,,,,,,,,,,,,,,
24,60.19329,11.557907,0.00250566,,,,,,,,,,,,,,
25,52.47454,13.23303,0.0026100874,,,,,,,,,,,,,,
26,48.778175,11.652735,0.0027145147,,,,,,,,,,,,,,
27,37.013027,11.52548,0.002818942,,,,,,,,,,,,,,
28,55.588352,12.843729,0.0029233694,,,,,,,,,,,,,,
29,47.7906,13.411252,0.0030277967,,,,,,,,,,,,,,
30,67.27645,12.685373,0.0031321049,,,,,,,,,,,,,,
31,56.884514,11.996532,0.0032365322,,,,,,,,,,,,,,
32,109.634125,13.059349,0.0033409595,,,,,,,,,,,,,,
33,33.111847,10.582205,0.003445387,,,,,,,,,,,,,,
34,33.07537,11.218533,0.0035498142,,,,,,,,,,,,,,
35,24.132952,10.802064,0.0036541224,,,,,,,,,,,,,,
36,19.607214,9.768264,0.0037585497,,,,,,,,,,,,,,
37,21.14547,10.505463,0.003862977,,,,,,,,,,,,,,
38,17.672653,8.786239,0.0039674044,,,,,,,,,,,,,,
39,32.652264,9.019519,0.0040718317,,,,,,,,,,,,,,
40,17.099556,9.3380575,0.00417614,,,,,,,,,,,,,,
41,20.272364,9.476872,0.004280567,,,,,,,,,,,,,,
42,44.145214,10.37297,0.0043848753,,,,,,,,,,,,,,
43,26.029427,9.622029,0.0044893026,,,,,,,,,,,,,,
44,16.66373,10.3213825,0.00459373,,,,,,,,,,,,,,
45,17.91162,9.872374,0.0046981573,,,,,,,,,,,,,,
46,11.933526,9.344268,0.0048024654,,,,,,,,,,,,,,
47,18.170364,9.282998,0.004906893,,,,,,,,,,,,,,
48,15.137996,9.575337,0.00501132,,,,,,,,,,,,,,
49,17.966774,10.50648,0.0051157475,,,,,,,,,,,,,,
50,15.347466,10.743545,0.005220175,,,,,,,,,,,,,,
51,18.401789,10.186078,0.005324483,,,,,,,,,,,,,,
52,31.710316,10.506086,0.0054289103,,,,,,,,,,,,,,
53,22.186232,10.550059,0.0055333376,,,,,,,,,,,,,,
54,15.345283,9.994528,0.005637765,,,,,,,,,,,,,,
55,13.180719,10.918052,0.0057421923,,,,,,,,,,,,,,
56,28.031471,11.906605,0.0058465004,,,,,,,,,,,,,,
57,46.202198,10.682652,0.0059509277,,,,,,,,,,,,,,
58,50.842056,14.7560425,0.006055355,,,,,,,,,,,,,,
59,9.570609,11.66171,0.0061597824,,,,,,,,,,,,,,
60,25.58425,9.749304,0.0062642097,,,,,,,,,,,,,,
61,11.529819,10.215812,0.006368637,,,,,,,,,,,,,,
62,292.75696,12.376121,0.006472945,,,,,,,,,,,,,,
63,16.106668,11.365482,0.0065773726,,,,,,,,,,,,,,
64,16.40184,10.681131,0.0066818,,,,,,,,,,,,,,
65,14.983179,9.847795,0.006786227,,,,,,,,,,,,,,
66,18.20587,11.096392,0.0068906546,,,,,,,,,,,,,,
67,17.31113,11.524623,0.0069949627,,,,,,,,,,,,,,
68,11.029215,10.561967,0.00709939,,,,,,,,,,,,,,
69,25.25813,9.811188,0.0072038174,,,,,,,,,,,,,,
70,16.78246,10.824432,0.0073082447,,,,,,,,,,,,,,
71,14.615071,11.045513,0.007412672,,,,,,,,,,,,,,
72,27.952467,10.270501,0.00751698,,,,,,,,,,,,,,
73,10.946946,11.882082,0.0076214075,,,,,,,,,,,,,,
