global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,6.6166167,0.550898,0.0,,,,,,,,,,,
1,,,,0.550567366791971,0.5479978015395012,83274637.0,0.5509572679276316,95000000.0,22.63284111022949,892.4929089546204,22.63284111022949,869.8600099086761,0.0,0.0
1,6.6101565,0.55076903,1.34641305e-05,,,,,,,,,,,
2,6.0388794,0.50275165,2.6928261e-05,,,,,,,,,,,
3,5.051215,0.4294058,4.039239e-05,,,,,,,,,,,
4,3.8705041,0.34816548,5.3856405e-05,,,,,,,,,,,
5,2.823799,0.27579334,6.7320536e-05,,,,,,,,,,,
6,1.8421452,0.21676828,8.0784666e-05,,,,,,,,,,,
7,0.97147226,0.1772829,9.42488e-05,,,,,,,,,,,
8,0.34847766,0.16017768,0.00010771293,,,,,,,,,,,
9,0.18147008,0.15773046,0.00012117706,,,,,,,,,,,
10,0.4851645,0.16293241,0.00013464107,,,,,,,,,,,
11,0.69851357,0.16992326,0.0001481052,,,,,,,,,,,
12,0.8788143,0.18266064,0.00016156933,,,,,,,,,,,
13,0.95934975,0.18979277,0.00017503346,,,,,,,,,,,
14,1.0190804,0.19810066,0.0001884976,,,,,,,,,,,
15,1.0063612,0.19691972,0.00020196161,,,,,,,,,,,
16,1.002124,0.1961286,0.00021542574,,,,,,,,,,,
17,0.9303069,0.1877032,0.00022888999,,,,,,,,,,,
18,0.83680755,0.1779713,0.000242354,,,,,,,,,,,
19,0.8282747,0.18390669,0.00025581813,,,,,,,,,,,
20,0.6395187,0.16999187,0.00026928214,,,,,,,,,,,
21,0.4542081,0.1614069,0.0002827464,,,,,,,,,,,
22,0.22704762,0.15334025,0.00029621052,,,,,,,,,,,
23,0.07006151,0.1525693,0.00030967465,,,,,,,,,,,
24,0.16344628,0.15319407,0.00032313867,,,,,,,,,,,
25,0.23872496,0.15032145,0.0003366028,,,,,,,,,,,
26,0.18295054,0.151282,0.00035006693,,,,,,,,,,,
27,0.10117782,0.14685416,0.00036353106,,,,,,,,,,,
28,0.044104915,0.1494915,0.0003769952,,,,,,,,,,,
29,0.083088085,0.14671913,0.0003904592,,,,,,,,,,,
30,0.09394581,0.14706188,0.00040392333,,,,,,,,,,,
31,0.07420321,0.14788061,0.00041738746,,,,,,,,,,,
32,0.044377632,0.14965981,0.0004308516,,,,,,,,,,,
33,0.023763686,0.14978269,0.00044431572,,,,,,,,,,,
34,0.041385733,0.14673114,0.0004577798,,,,,,,,,,,
35,0.024107562,0.14703885,0.00047124393,,,,,,,,,,,
36,0.021936774,0.14574006,0.000484708,,,,,,,,,,,
37,0.021894518,0.14534432,0.0004981721,,,,,,,,,,,
38,0.027996559,0.136264,0.00051163626,,,,,,,,,,,
39,0.024237243,0.13475628,0.00052510045,,,,,,,,,,,
40,0.01945571,0.13412154,0.00053856446,,,,,,,,,,,
41,0.015284301,0.13409327,0.00055202853,,,,,,,,,,,
42,0.020864287,0.13693656,0.00056549266,,,,,,,,,,,
43,0.02272901,0.13753991,0.00057895685,,,,,,,,,,,
44,0.016180482,0.13618436,0.000592421,,,,,,,,,,,
45,0.01346091,0.13610579,0.00060588506,,,,,,,,,,,
46,0.01576503,0.13693944,0.0006193492,,,,,,,,,,,
47,0.022293873,0.13462874,0.00063281326,,,,,,,,,,,
48,0.06755211,0.13808827,0.0006462774,,,,,,,,,,,
49,0.107796766,0.13658334,0.0006597415,,,,,,,,,,,
50,0.10130664,0.13628054,0.0006732056,,,,,,,,,,,
51,0.04945096,0.13644122,0.0006866697,,,,,,,,,,,
52,0.020694967,0.13505667,0.0007001338,,,,,,,,,,,
53,0.029261785,0.139033,0.0007135979,,,,,,,,,,,
54,0.055498358,0.13649197,0.00072706206,,,,,,,,,,,
55,0.064820535,0.13505144,0.0007405261,,,,,,,,,,,
56,0.08398945,0.1308882,0.00075399026,,,,,,,,,,,
57,0.1598749,0.13964231,0.0007674544,,,,,,,,,,,
58,0.13537668,0.14453655,0.00078091846,,,,,,,,,,,
59,0.059040837,0.13955748,0.0007943826,,,,,,,,,,,
60,0.048233204,0.140927,0.0008078468,,,,,,,,,,,
61,0.055847213,0.14164297,0.0008213108,,,,,,,,,,,
62,0.05482506,0.13950516,0.000834775,,,,,,,,,,,
63,0.06557608,0.13934201,0.000848239,,,,,,,,,,,
64,0.05717303,0.1416192,0.0008617032,,,,,,,,,,,
65,0.03226992,0.13735561,0.0008751673,,,,,,,,,,,
66,0.0147168655,0.13967147,0.0008886314,,,,,,,,,,,
67,0.015142419,0.13780476,0.0009020955,,,,,,,,,,,
