global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.28353065,6.9077563,0.0,,,,,,,,,,,,,,
1,,,,0.0008398437057621,6.907756328582764,0.0009999999310821,6.9077558517456055,50000.0,0.0010000000474974,6.907756805419922,10000.0,42.144206047058105,81.12206077575684,42.144206047058105,38.97776365280152,0.0,0.0
1,0.29385155,6.907754,4.7369394e-07,,,,,,,,,,,,,,
2,0.2810516,6.907752,9.475043e-07,,,,,,,,,,,,,,
3,0.29244402,6.907755,1.4213147e-06,,,,,,,,,,,,,,
4,0.30291116,6.907752,1.8950086e-06,,,,,,,,,,,,,,
5,0.30481791,6.907748,2.3687026e-06,,,,,,,,,,,,,,
6,0.29124576,6.907744,2.842513e-06,,,,,,,,,,,,,,
7,0.28581065,6.907734,3.3162069e-06,,,,,,,,,,,,,,
8,0.29465133,6.9077406,3.7900172e-06,,,,,,,,,,,,,,
9,0.3077326,6.9077096,4.2638276e-06,,,,,,,,,,,,,,
10,0.29109368,6.907769,4.7375215e-06,,,,,,,,,,,,,,
11,0.2946696,6.90771,5.2112155e-06,,,,,,,,,,,,,,
12,0.29594323,6.907667,5.685026e-06,,,,,,,,,,,,,,
13,0.29690707,6.907707,6.1587198e-06,,,,,,,,,,,,,,
14,0.2850535,6.9075623,6.63253e-06,,,,,,,,,,,,,,
15,0.29409972,6.9077077,7.106224e-06,,,,,,,,,,,,,,
16,0.2966892,6.907651,7.5800344e-06,,,,,,,,,,,,,,
17,0.29975542,6.9077473,8.053728e-06,,,,,,,,,,,,,,
18,0.29512563,6.907792,8.527422e-06,,,,,,,,,,,,,,
19,0.2844953,6.907646,9.001349e-06,,,,,,,,,,,,,,
20,0.29983842,6.907629,9.475043e-06,,,,,,,,,,,,,,
21,0.30654064,6.907595,9.948737e-06,,,,,,,,,,,,,,
22,0.301375,6.907565,1.0422547e-05,,,,,,,,,,,,,,
23,0.2919663,6.907712,1.0896241e-05,,,,,,,,,,,,,,
24,0.30605945,6.9074225,1.1369935e-05,,,,,,,,,,,,,,
25,0.30357164,6.9076447,1.1843746e-05,,,,,,,,,,,,,,
26,0.29039907,6.9075065,1.2317556e-05,,,,,,,,,,,,,,
27,0.2992552,6.907417,1.279125e-05,,,,,,,,,,,,,,
28,0.29496834,6.907217,1.3264944e-05,,,,,,,,,,,,,,
29,0.31529716,6.907434,1.3738754e-05,,,,,,,,,,,,,,
30,0.30938217,6.907205,1.4212565e-05,,,,,,,,,,,,,,
31,0.31819516,6.9072037,1.46862585e-05,,,,,,,,,,,,,,
32,0.3281549,6.9073205,1.5160069e-05,,,,,,,,,,,,,,
33,0.31910387,6.907376,1.5633763e-05,,,,,,,,,,,,,,
34,0.3223948,6.907143,1.6107457e-05,,,,,,,,,,,,,,
