global_step,grad_norm,loss,lr,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.7973292,0.15866344,0.0,,,,,,,,,,,
1,,,,0.1546887333897299,0.1557593756875405,83274637.0,0.1590922649054276,95000000.0,24.81306838989257,780.0113534927368,24.81306838989257,755.1982238292694,0.0,0.0
45,,,,0.5175991756548671,0.5237793202006092,83274637.0,0.5413316315789474,95000000.0,146.33935737609863,1522.0759437084198,146.33935737609863,1375.709047794342,0.0254762172698974,0.0
89,,,,2.132272961941905,2.1098303348428287,83274637.0,2.1983212289473686,95000000.0,267.7749378681183,2256.716081380844,267.7749378681183,1988.8912658691409,0.0458996295928955,0.0
100,170.58684,0.77348536,0.0013464112,,,,,,,,,,,
133,,,,0.1489010657060821,0.1502697182135795,83274637.0,0.1552080019634046,95000000.0,389.3522047996521,2977.5468406677246,389.3522047996521,2588.122410774231,0.0663888454437255,0.0
177,,,,0.1433389699965153,0.143541498870666,83274637.0,0.1472090131167763,95000000.0,510.9672157764435,3705.356607913971,510.9672157764435,3194.2931582927704,0.0885000228881836,0.0
200,0.63021046,0.14657882,0.0014269168,,,,,,,,,,,
221,,,,0.1435885987707279,0.142053570501501,83274637.0,0.1457132675884046,95000000.0,632.5232241153717,4407.657999038696,632.5232241153717,3775.0158302783966,0.1093521118164062,0.0
265,,,,0.1491621696161774,0.1501740051373437,83274637.0,0.1548367901726973,95000000.0,754.0758571624756,5118.128467798233,754.0758571624756,4363.910031080246,0.1311137676239013,0.0
300,0.1692862,0.1421989,0.0014260077,,,,,,,,,,,
309,,,,0.1378849192094877,0.137497359650801,83274637.0,0.1405365344161184,95000000.0,875.7018399238586,5753.919534683228,875.7018399238586,4878.05172753334,0.152559757232666,0.0
353,,,,0.1341346221852977,0.1362726728165312,83274637.0,0.1393031107524671,95000000.0,997.2534930706024,6285.735013484955,997.2534930706024,5288.292433261871,0.173671007156372,0.0
397,,,,0.1344822301008041,0.1356765479187108,83274637.0,0.1386787510690789,95000000.0,1118.78649020195,6596.890958547592,1118.78649020195,5477.892741918564,0.1943752765655517,0.0
400,0.69968426,0.1394142,0.0014244681,,,,,,,,,,,
441,,,,0.1329042972446237,0.1350154146635044,83274637.0,0.1378067688425164,95000000.0,1240.7032122612,6833.452553510666,1240.7032122612,5592.513384103775,0.2166545391082763,0.0
485,,,,0.1337054968817429,0.1364326984104246,83274637.0,0.1392409706825658,95000000.0,1362.5911531448364,7069.106789588928,1362.5911531448364,5706.255927562714,0.2383444309234619,0.0
500,0.6144463,0.13954552,0.0014222993,,,,,,,,,,,
529,,,,0.1331859890535567,0.1342668394508432,83274637.0,0.1368672184724506,95000000.0,1484.486970424652,7302.016301393509,1484.486970424652,5817.242693901062,0.2632040977478027,0.0
