global_step,grad_norm,loss,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.36188057,6.907756,,,,,,,,,,,,,,
1,,,0.0025390624068677,6.907754898071289,0.0019199999514967,6.907755374908447,50000.0,0.0029000001959502,6.9077558517456055,10000.0,92.06439685821532,132.67880582809448,92.06439685821532,40.614277362823486,0.0,0.0
100,0.39602152,6.9073563,,,,,,,,,,,,,,
200,0.5317105,6.9057784,,,,,,,,,,,,,,
300,0.57219726,6.90216,,,,,,,,,,,,,,
400,0.599564,6.895871,,,,,,,,,,,,,,
500,0.6132789,6.8907976,,,,,,,,,,,,,,
600,0.56592864,6.880599,,,,,,,,,,,,,,
700,0.61286014,6.867513,,,,,,,,,,,,,,
783,,,0.0039257812313735,6.84865665435791,0.0038799999747425,6.8488945960998535,50000.0,0.003000000026077,6.854309558868408,10000.0,512.3628141880035,574.6332037448883,512.3628141880035,62.19454407691956,0.0286815166473388,0.0
800,0.5968301,6.8644257,,,,,,,,,,,,,,
900,0.61048096,6.841781,,,,,,,,,,,,,,
1000,0.54587454,6.8489723,,,,,,,,,,,,,,
1100,0.56820023,6.8268976,,,,,,,,,,,,,,
1200,0.61398387,6.814738,,,,,,,,,,,,,,
1300,0.5742583,6.8059688,,,,,,,,,,,,,,
1400,0.61151266,6.7750707,,,,,,,,,,,,,,
1500,0.52809703,6.79077,,,,,,,,,,,,,,
1600,0.5077849,6.8133755,,,,,,,,,,,,,,
1682,,,0.005859375,6.678046226501465,0.0055599999614059,6.685652732849121,50000.0,0.0046000001020729,6.704691886901856,10000.0,932.7774860858916,1016.5403506755828,932.7774860858916,83.60666251182556,0.0562996864318847,0.0
1700,0.61319363,6.734392,,,,,,,,,,,,,,
1800,0.5948522,6.7178273,,,,,,,,,,,,,,
1900,0.5130396,6.816647,,,,,,,,,,,,,,
2000,0.5424971,6.745759,,,,,,,,,,,,,,
2100,0.64098984,6.6485147,,,,,,,,,,,,,,
2200,0.65188396,6.655297,,,,,,,,,,,,,,
2300,0.59626466,6.6131434,,,,,,,,,,,,,,
2400,0.6147588,6.5593224,,,,,,,,,,,,,,
2500,0.539639,6.640931,,,,,,,,,,,,,,
2588,,,0.0120312497019767,6.428630828857422,0.0113199995830655,6.440219402313232,50000.0,0.0101000005379319,6.480479717254639,10000.0,1352.934541463852,1458.3585948944092,1352.934541463852,105.1861174106598,0.0851657390594482,0.0
2600,0.53941333,6.7960014,,,,,,,,,,,,,,
2700,0.63242656,6.5069013,,,,,,,,,,,,,,
2800,0.66041005,6.4789944,,,,,,,,,,,,,,
2900,0.6609737,6.4212584,,,,,,,,,,,,,,
3000,0.63825905,6.3815556,,,,,,,,,,,,,,
3100,0.64699835,6.291677,,,,,,,,,,,,,,
3200,0.6463892,6.312666,,,,,,,,,,,,,,
3300,0.5875527,6.5649815,,,,,,,,,,,,,,
3400,0.60845935,6.4005923,,,,,,,,,,,,,,
3491,,,0.0305664055049419,5.998667240142822,0.0272599998861551,6.024860382080078,50000.0,0.0216000005602836,6.119313716888428,10000.0,1772.9719998836515,1900.4903082847595,1772.9719998836515,127.20035123825072,0.1136665344238281,0.0
3500,0.64937335,6.2059574,,,,,,,,,,,,,,
3600,0.7095309,6.191387,,,,,,,,,,,,,,
3700,0.63558656,6.1438117,,,,,,,,,,,,,,
3800,0.60822296,6.279494,,,,,,,,,,,,,,
3900,0.72539496,6.028241,,,,,,,,,,,,,,
4000,0.5902359,6.679661,,,,,,,,,,,,,,
4100,0.65852934,6.058034,,,,,,,,,,,,,,
4200,0.71671826,5.9821496,,,,,,,,,,,,,,
