global_step,loss,lr,score,preemption_count
0,0.3382528722286224,0.0012515644555694,,
1,0.3405020833015442,0.0025031289111389,,
2,0.3423095047473907,0.0037546933667083,,
3,0.3368017971515655,0.0050062578222778,,
4,0.3363700807094574,0.0062578222778473,,
5,0.3368445038795471,0.0075093867334167,,
6,0.3389850258827209,0.0087609511889862,,
7,0.3458585739135742,0.0100125156445556,,
8,0.3391630053520202,0.0112640801001251,,
9,0.3361848890781402,0.0125156445556946,,
10,0.3363042175769806,0.013767209011264,,
11,0.3364243805408478,0.0150187734668335,,
12,0.3410131335258484,0.016270337922403,,
13,0.3346621394157409,0.0175219023779724,,
14,0.3338256180286407,0.0187734668335419,,
15,0.3274646997451782,0.0200250312891113,,
16,0.3326003551483154,0.0212765957446808,,
17,0.3310488760471344,0.0225281602002503,,
18,0.3339632451534271,0.0237797246558197,,
19,0.3493310809135437,0.0250312891113892,,
20,0.3509621322154999,0.0262828535669586,,
21,0.3559105098247528,0.0275344180225281,,
22,0.3461533486843109,0.0287859824780976,,
23,0.3534887731075287,0.030037546933667,,
24,0.3584058284759521,0.0312891113892365,,
25,0.3512654900550842,0.032540675844806,,
26,0.3501391410827636,0.0337922403003754,,
27,0.3504241108894348,0.0350438047559449,,
28,0.3541675209999084,0.0362953692115143,,
29,0.3555736243724823,0.0375469336670838,,
30,0.3467541038990021,0.0387984981226533,,
31,0.344623327255249,0.0400500625782227,,
32,0.3466487228870392,0.0413016270337922,,
33,0.3450848460197449,0.0425531914893617,,
34,0.3396775126457214,0.0438047559449311,,
35,0.3442044556140899,0.0450563204005006,,
36,0.3407049775123596,0.04630788485607,,
37,0.3355492651462555,0.0475594493116395,,
38,0.3552757799625397,0.048811013767209,,
39,0.3614806234836578,0.0500625782227784,,
40,0.3561152219772339,0.0513141426783479,,
41,0.3517324924468994,0.0525657071339173,,
42,0.3483701348304748,0.0538172715894868,,
43,0.3385930955410003,0.0550688360450563,,
44,0.3312878608703613,0.0563204005006257,,
45,0.314749002456665,0.0575719649561952,,
46,0.3028120994567871,0.0588235294117647,,
47,0.2733035981655121,0.0600750938673341,,
48,0.2383148670196533,0.0613266583229036,,
49,0.1893066465854644,0.0625782227784731,,
50,0.1760914921760559,0.0638297872340425,,
51,0.1655616909265518,0.065081351689612,,
52,0.1740671098232269,0.0663329161451814,,
53,0.1650828272104263,0.0675844806007509,,
54,0.1646396964788437,0.0688360450563204,,
55,0.1641633361577987,0.0700876095118898,,
56,0.1639146655797958,0.0713391739674593,,
57,0.1541624367237091,0.0725907384230287,,
58,0.1529310792684555,0.0738423028785982,,
59,0.1538694053888321,0.0750938673341677,,
60,0.1527059227228164,0.0763454317897371,,
61,0.1533431410789489,0.0775969962453066,,
62,0.150561511516571,0.078848560700876,,
63,0.1499370336532592,0.0801001251564455,,
64,0.1475815176963806,0.081351689612015,,
65,0.1493957787752151,0.0826032540675844,,
66,0.1495441794395446,0.0838548185231539,,
67,0.1497850716114044,0.0851063829787234,,
68,0.1471936404705047,0.0863579474342928,,
69,0.150590494275093,0.0876095118898623,,
70,0.1482891887426376,0.0888610763454317,,
71,0.1492851078510284,0.0901126408010012,,
72,0.1491444557905197,0.0913642052565707,,
73,0.1502532958984375,0.0926157697121401,,
74,0.14951953291893,0.0938673341677096,,
75,0.1471516788005828,0.0951188986232791,,
76,0.1519774347543716,0.0963704630788485,,
77,0.1513019204139709,0.097622027534418,,
78,0.1513867378234863,0.0988735919899874,,
79,0.155940979719162,0.1001251564455569,,
80,0.151670441031456,0.1013767209011264,,
81,0.1576985716819763,0.1026282853566958,,
82,0.1549696326255798,0.1038798498122653,,
83,0.1623884588479995,0.1051314142678347,,
84,0.1560593247413635,0.1063829787234042,,
85,0.1624018549919128,0.1076345431789737,,
86,0.1541681289672851,0.1088861076345431,,
87,0.1573988795280456,0.1101376720901126,,
88,0.1538776457309723,0.1113892365456821,,
89,0.1561606228351593,0.1126408010012515,,
90,0.1562040597200393,0.113892365456821,,
91,0.1560453474521637,0.1151439299123904,,
92,0.1536564081907272,0.1163954943679599,,
93,0.1552760750055313,0.1176470588235294,,
94,0.1514664590358734,0.1188986232790988,,
95,0.1445641666650772,0.1201501877346683,,
96,0.1359516829252243,0.1214017521902378,,
97,0.1347349882125854,0.1226533166458072,,
98,0.135794922709465,0.1239048811013767,,
99,0.1359789222478866,0.1251564455569462,,
100,0.1344588547945022,0.1264080100125156,,
500,0.1509054750204086,0.6270337922403004,,
1000,0.1458233147859573,1.0,,
1500,0.1335754692554474,1.0,,
2000,0.1375504434108734,1.0,,
2500,0.1274250894784927,1.0,,
3000,0.1241973042488098,1.0,,
3500,0.1235226169228553,1.0,,
4000,0.1243580505251884,1.0,,
4500,0.1290597021579742,1.0,,
5000,0.124235913157463,1.0,,
5500,0.1259671151638031,1.0,,
6000,0.1248187944293022,1.0,,
6500,0.1282617300748825,1.0,,
7000,0.1266234964132309,1.0,,
7500,0.1316279768943786,1.0,,
8000,0.1266970485448837,1.0,,
8500,0.1343659460544586,1.0,,
9000,0.12327541410923,1.0,,
9500,0.129458799958229,1.0,,
10000,0.123820923268795,1.0,,
10500,0.1310406774282455,1.0,,
10666,,,4163.043612480164,0.0
