global_step,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.8930538892745972,0.0003684598378776,,,,,,,,,,,,,,
1,,,0.2234340565545218,0.872906003679548,0.2175842525587366,0.8792085062605515,3554.0,0.2390426469561574,0.8780467468278763,3581.0,132.01768922805786,367.6362636089325,132.01768922805786,235.08940982818604,0.0,0.0
1,0.8494815230369568,0.0007369196757553,,,,,,,,,,,,,,
2,0.869484007358551,0.001105379513633,,,,,,,,,,,,,,
3,0.8618283271789551,0.0014738393515106,,,,,,,,,,,,,,
4,0.839556097984314,0.0018422991893883,,,,,,,,,,,,,,
5,0.8591223359107971,0.002210759027266,,,,,,,,,,,,,,
6,0.8416772484779358,0.0025792188651436,,,,,,,,,,,,,,
7,0.8921772241592407,0.0029476787030213,,,,,,,,,,,,,,
8,0.863013744354248,0.003316138540899,,,,,,,,,,,,,,
9,0.8682618141174316,0.0036845983787767,,,,,,,,,,,,,,
10,0.888957142829895,0.0040530582166543,,,,,,,,,,,,,,
11,0.9079790115356444,0.004421518054532,,,,,,,,,,,,,,
12,0.8790271282196045,0.0047899778924097,,,,,,,,,,,,,,
13,0.9235830903053284,0.0051584377302873,,,,,,,,,,,,,,
14,0.8475406765937805,0.005526897568165,,,,,,,,,,,,,,
15,0.8297669887542725,0.0058953574060427,,,,,,,,,,,,,,
16,0.8781265020370483,0.0062638172439204,,,,,,,,,,,,,,
17,0.8495340347290039,0.006632277081798,,,,,,,,,,,,,,
18,0.8835981488227844,0.0070007369196757,,,,,,,,,,,,,,
19,0.8574269413948059,0.0073691967575534,,,,,,,,,,,,,,
20,0.8605937957763672,0.007737656595431,,,,,,,,,,,,,,
21,0.847334623336792,0.0081061164333087,,,,,,,,,,,,,,
22,0.8204773664474487,0.0084745762711864,,,,,,,,,,,,,,
23,0.8873862624168396,0.0088430361090641,,,,,,,,,,,,,,
24,0.9002766013145447,0.0092114959469417,,,,,,,,,,,,,,
25,0.8259870409965515,0.0095799557848194,,,,,,,,,,,,,,
26,0.8839783072471619,0.0099484156226971,,,,,,,,,,,,,,
27,0.9126626253128052,0.0103168754605747,,,,,,,,,,,,,,
28,0.9141052961349488,0.0106853352984524,,,,,,,,,,,,,,
29,0.90720933675766,0.0110537951363301,,,,,,,,,,,,,,
30,0.8389540910720825,0.0114222549742078,,,,,,,,,,,,,,
31,0.8977314829826355,0.0117907148120854,,,,,,,,,,,,,,
32,0.866441547870636,0.0121591746499631,,,,,,,,,,,,,,
33,0.8358880877494812,0.0125276344878408,,,,,,,,,,,,,,
34,0.8369309902191162,0.0128960943257184,,,,,,,,,,,,,,
35,0.902880311012268,0.0132645541635961,,,,,,,,,,,,,,
36,0.8951106667518616,0.0136330140014738,,,,,,,,,,,,,,
37,0.9241862893104552,0.0140014738393515,,,,,,,,,,,,,,
38,0.8520388603210449,0.0143699336772291,,,,,,,,,,,,,,
39,0.8435947299003601,0.0147383935151068,,,,,,,,,,,,,,
40,0.8770369291305542,0.0151068533529845,,,,,,,,,,,,,,
41,0.8654626607894897,0.0154753131908621,,,,,,,,,,,,,,
42,0.8597068786621094,0.0158437730287398,,,,,,,,,,,,,,
43,0.8605888485908508,0.0162122328666175,,,,,,,,,,,,,,
44,0.8695878982543945,0.0165806927044952,,,,,,,,,,,,,,
45,0.9430763721466064,0.0169491525423728,,,,,,,,,,,,,,
46,0.8406341075897217,0.0173176123802505,,,,,,,,,,,,,,
47,0.8566977977752686,0.0176860722181282,,,,,,,,,,,,,,
48,0.9129347801208496,0.0180545320560058,,,,,,,,,,,,,,
49,0.8601988554000854,0.0184229918938835,,,,,,,,,,,,,,
50,0.8885778188705444,0.0187914517317612,,,,,,,,,,,,,,
51,0.8994016051292419,0.0191599115696389,,,,,,,,,,,,,,
52,0.8827489614486694,0.0195283714075165,,,,,,,,,,,,,,
53,0.8648474216461182,0.0198968312453942,,,,,,,,,,,,,,
54,0.8758710622787476,0.0202652910832719,,,,,,,,,,,,,,
55,0.8749635815620422,0.0206337509211495,,,,,,,,,,,,,,
56,0.8804193735122681,0.0210022107590272,,,,,,,,,,,,,,
57,0.9206491708755492,0.0213706705969049,,,,,,,,,,,,,,
58,0.8887677192687988,0.0217391304347826,,,,,,,,,,,,,,
59,0.9627043604850768,0.0221075902726602,,,,,,,,,,,,,,
60,0.8898481130599976,0.0224760501105379,,,,,,,,,,,,,,
61,0.9001843333244324,0.0228445099484156,,,,,,,,,,,,,,
62,0.8615670204162598,0.0232129697862932,,,,,,,,,,,,,,
63,0.9019979238510132,0.0235814296241709,,,,,,,,,,,,,,
64,0.8390885591506958,0.0239498894620486,,,,,,,,,,,,,,
65,0.8456969261169434,0.0243183492999263,,,,,,,,,,,,,,
66,0.8604512810707092,0.0246868091378039,,,,,,,,,,,,,,
67,0.8877860307693481,0.0250552689756816,,,,,,,,,,,,,,
68,0.9031432867050172,0.0254237288135593,,,,,,,,,,,,,,
69,0.8868447542190552,0.0257921886514369,,,,,,,,,,,,,,
70,0.9042605757713318,0.0261606484893146,,,,,,,,,,,,,,
71,0.8420776724815369,0.0265291083271923,,,,,,,,,,,,,,
72,0.8509880900382996,0.02689756816507,,,,,,,,,,,,,,
73,0.9059444665908812,0.0272660280029476,,,,,,,,,,,,,,
74,0.8634653091430664,0.0276344878408253,,,,,,,,,,,,,,
75,0.8597701191902161,0.028002947678703,,,,,,,,,,,,,,
76,0.8449982404708862,0.0283714075165806,,,,,,,,,,,,,,
77,0.835757315158844,0.0287398673544583,,,,,,,,,,,,,,
78,0.849962055683136,0.029108327192336,,,,,,,,,,,,,,
79,0.8878825306892395,0.0294767870302137,,,,,,,,,,,,,,
80,0.9644256830215454,0.0298452468680913,,,,,,,,,,,,,,
81,0.8834591507911682,0.030213706705969,,,,,,,,,,,,,,
82,0.9623457193374634,0.0305821665438467,,,,,,,,,,,,,,
83,0.8321634531021118,0.0309506263817243,,,,,,,,,,,,,,
84,0.8488084673881531,0.031319086219602,,,,,,,,,,,,,,
85,0.8408207893371582,0.0316875460574797,,,,,,,,,,,,,,
86,0.9021039605140686,0.0320560058953574,,,,,,,,,,,,,,
87,0.8676555752754211,0.032424465733235,,,,,,,,,,,,,,
88,0.9499956369400024,0.0327929255711127,,,,,,,,,,,,,,
89,0.8313767910003662,0.0331613854089904,,,,,,,,,,,,,,
90,0.8678766489028931,0.033529845246868,,,,,,,,,,,,,,
91,0.8405706882476807,0.0338983050847457,,,,,,,,,,,,,,
92,0.8976383805274963,0.0342667649226234,,,,,,,,,,,,,,
93,0.8123009204864502,0.0346352247605011,,,,,,,,,,,,,,
94,0.8601983189582825,0.0350036845983787,,,,,,,,,,,,,,
95,0.8807960748672485,0.0353721444362564,,,,,,,,,,,,,,
96,0.8378093242645264,0.0357406042741341,,,,,,,,,,,,,,
97,0.8569633364677429,0.0361090641120117,,,,,,,,,,,,,,
98,0.870745062828064,0.0364775239498894,,,,,,,,,,,,,,
99,0.843790590763092,0.0368459837877671,,,,,,,,,,,,,,
100,0.8812568187713623,0.0372144436256448,,,,,,,,,,,,,,
303,,,0.7077969823564801,0.300391605922154,0.6880157590918683,0.3208199126974008,3554.0,0.7058455896790352,0.3227070347951864,3581.0,211.3972127437592,454.2920286655426,211.3972127437592,241.32484078407288,0.0342626571655273,0.0
500,0.2238166481256485,0.1845983787767133,,,,,,,,,,,,,,
536,,,0.7203316688537598,0.2872200693402971,0.7002531533571328,0.307101874923062,3554.0,0.717625630497766,0.309193568268291,3581.0,291.1348295211792,541.3742303848267,291.1348295211792,247.63964676856995,0.0690705776214599,0.0
764,,,0.7264753069196429,0.2812437159674508,0.7062066399655318,0.3010332218099324,3554.0,0.7235827708304244,0.3028260044331192,3581.0,370.66370725631714,628.2561407089233,370.66370725631714,253.906843662262,0.0994908809661865,0.0
1000,,,0.7294634410313198,0.2782352992466518,0.709101842773987,0.2979191236436937,3554.0,0.7264141475844736,0.2996755609030299,3581.0,450.4432694911957,715.4349465370178,450.4432694911957,260.3647291660309,0.1328706741333007,0.0
1000,0.2780671119689941,0.368828297715549,,,,,,,,,,,,,,
1306,,,0.729386602129255,0.2806778124400547,0.7089880158140476,0.3006658087168507,3554.0,0.7260911265620636,0.302782235016406,3581.0,529.8539979457855,801.9046847820282,529.8539979457855,266.36137080192566,0.1687827110290527,0.0
1500,0.3901877403259277,0.5530582166543847,,,,,,,,,,,,,,
1615,,,0.7332068852015904,0.2752393995012556,0.7127581131075901,0.2949409721000984,3554.0,0.7300243745200363,0.2966589140712266,3581.0,609.5042059421539,888.5559782981873,609.5042059421539,272.328424692154,0.1939318180084228,0.0
1922,,,0.7348525183541434,0.2739394051688058,0.7142497477534117,0.2936356372221441,3554.0,0.7315545996884599,0.2953031529797019,3581.0,689.0979354381561,975.1654152870178,689.0979354381561,278.3047640323639,0.2187733650207519,0.0
2000,0.293639987707138,0.7372881355932204,,,,,,,,,,,,,,
2227,,,0.7304837363106864,0.2799556255340576,0.7102203283272369,0.29945097898055,3554.0,0.7273873694280578,0.3015136036983384,3581.0,768.6489090919495,1061.5557706356049,768.6489090919495,284.0757806301117,0.2430639266967773,0.0
2500,0.2757054567337036,0.921518054532056,,,,,,,,,,,,,,
2534,,,0.7340594700404576,0.2750277519226074,0.713329652218451,0.2947861688084728,3554.0,0.7305755146519827,0.2965173452335241,3581.0,848.0076115131378,1148.2956709861755,848.0076115131378,290.3295385837555,0.2730367183685303,0.0
2834,,,0.7361427034650531,0.2734129088265555,0.7154078013989519,0.2932265951986318,3554.0,0.7326434491500279,0.2949066034278134,3581.0,926.085711479187,1234.9984300136566,926.085711479187,296.3104684352875,1.823828935623169,0.0
3000,0.2779085040092468,1.0,,,,,,,,,,,,,,
3141,,,0.7375451496669224,0.2723485742296491,0.7167323020716094,0.2922097776602947,3554.0,0.7340102548607232,0.2938513991487189,3581.0,1005.661318063736,1321.5671436786652,1005.661318063736,302.26247930526733,1.8485932350158687,0.0
