accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/loss,test/num_examples,total_duration,train/loss,validation/loss,validation/num_examples
785.5341575145721,0.0,35.82814836502075,1,0,35.82814836502075,0.1453715553212216,95000000.0,821.6908762454987,0.1432169173837196,0.1417555969113521,83274637.0
1397.949636220932,0.0260577201843261,175.17459201812744,6,0,175.17459201812744,0.1315735091030723,95000000.0,1574.0211629867554,0.1288886432610243,0.1289530983147556,83274637.0
1996.4036672115328,0.0571005344390869,314.02711391448975,11,0,314.02711391448975,0.1300597721982454,95000000.0,2311.8211851119995,0.1272654939135424,0.127342824257289,83274637.0
2614.1605820655823,0.0781030654907226,451.30023217201233,16,0,451.30023217201233,0.1297429131438004,95000000.0,3067.331526994705,0.126168680756851,0.1271785450721534,83274637.0
3220.146825313568,0.0977604389190673,581.5684044361115,21,0,581.5684044361115,0.1287966852524606,95000000.0,3804.051916122437,0.1253138731781429,0.1263899930074037,83274637.0
3820.252872943878,0.1181995868682861,717.7210886478424,26,0,717.7210886478424,0.1281056322533055,95000000.0,4540.857021570206,0.1245650690859786,0.1256784443521441,83274637.0
4419.469918489456,0.137312650680542,857.5508320331573,31,0,857.5508320331573,0.1286578608738949,95000000.0,5280.436846494675,0.1257411178834289,0.1260916404592934,83274637.0
5016.773330211639,0.1580100059509277,996.3304977416992,36,0,996.3304977416992,0.1275854812447397,95000000.0,6016.982690572739,0.1271966590156997,0.1253385008366706,83274637.0
5595.735530853272,0.1785988807678222,1140.0661613941193,41,0,1140.0661613941193,0.1276009595710353,95000000.0,6740.272109508514,0.1244376052643524,0.125299421318758,83274637.0
6154.778782844544,0.2001764774322509,1269.3556785583496,46,0,1269.3556785583496,0.1275697305695383,95000000.0,7429.087975263596,0.1265271969812737,0.1252221546485212,83274637.0
6663.454583406448,0.2252309322357177,1408.3331360816956,51,0,1408.3331360816956,0.1275649425566422,95000000.0,8077.211490392685,0.1231405797944271,0.1251534627327163,83274637.0
7069.093019247055,0.2453625202178955,1551.1554489135742,56,0,1551.1554489135742,0.1275671927226016,95000000.0,8626.20628786087,0.1236278786378107,0.1251263246904137,83274637.0
7486.81324672699,0.2651963233947754,1691.3222076892853,61,0,1691.3222076892853,0.1276888234697041,95000000.0,9184.666023254396,0.1253950341433153,0.1253083479016299,83274637.0
7914.651601552963,0.2932538986206054,1828.8886120319369,66,0,1828.8886120319369,0.1270878470158627,95000000.0,9750.615313529968,0.1240953783541401,0.1247955559710641,83274637.0
8351.119051933289,0.3130481243133545,1965.787530183792,71,0,1965.787530183792,0.1272506923857036,95000000.0,10324.558316707613,0.1240697382936375,0.1249820887013606,83274637.0
