global_step,grad_norm,loss,lr,train/ssim,train/loss,validation/ssim,validation/loss,validation/num_examples,test/ssim,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,4.2153344,0.9740859,0.0,,,,,,,,,,,,,,
1,,,,0.2023145641599382,1.052150045122419,0.1954954852531918,1.0516892552845385,3554.0,0.2191631676131405,1.048680590704412,3581.0,60.05721426010132,269.6654899120331,60.05721426010132,209.607848405838,0.0,0.0
1,3.788699,0.98682725,0.00053858757,,,,,,,,,,,,,,
2,4.108697,1.0512071,0.0010772943,,,,,,,,,,,,,,
3,3.4379306,0.9561728,0.0016158819,,,,,,,,,,,,,,
4,3.1375508,0.8645523,0.0021545887,,,,,,,,,,,,,,
5,2.3485515,0.8220743,0.0026931763,,,,,,,,,,,,,,
6,1.7080598,0.6507081,0.003231883,,,,,,,,,,,,,,
7,0.9364796,0.5892763,0.0037704706,,,,,,,,,,,,,,
8,0.74006563,0.5784316,0.004309058,,,,,,,,,,,,,,
9,0.8546104,0.5754129,0.0048476458,,,,,,,,,,,,,,
10,0.8493456,0.6088104,0.0053864717,,,,,,,,,,,,,,
11,0.8521546,0.5815642,0.0059250593,,,,,,,,,,,,,,
12,0.94879776,0.5267263,0.006463647,,,,,,,,,,,,,,
13,0.7652277,0.45080525,0.0070023537,,,,,,,,,,,,,,
14,0.7497259,0.49956027,0.0075409412,,,,,,,,,,,,,,
15,0.85916346,0.45017403,0.008079529,,,,,,,,,,,,,,
16,0.81592095,0.42466536,0.008618116,,,,,,,,,,,,,,
17,0.61237115,0.5098977,0.009156942,,,,,,,,,,,,,,
18,0.8642002,0.5054979,0.00969553,,,,,,,,,,,,,,
19,0.9153998,0.4283623,0.0102341175,,,,,,,,,,,,,,
20,0.7493817,0.4834772,0.010772824,,,,,,,,,,,,,,
21,0.36730644,0.5085334,0.011311412,,,,,,,,,,,,,,
22,0.5651157,0.40528202,0.011849999,,,,,,,,,,,,,,
23,0.41964036,0.3805996,0.012388587,,,,,,,,,,,,,,
24,0.34210262,0.33529156,0.012927413,,,,,,,,,,,,,,
25,0.33934742,0.41697204,0.013466001,,,,,,,,,,,,,,
26,0.18398397,0.3690461,0.014004588,,,,,,,,,,,,,,
27,0.34918815,0.4254436,0.014543176,,,,,,,,,,,,,,
28,0.36982518,0.31517893,0.0150818825,,,,,,,,,,,,,,
29,0.43146265,0.38334715,0.01562047,,,,,,,,,,,,,,
30,0.43522772,0.40799618,0.016159177,,,,,,,,,,,,,,
31,0.42065325,0.36937365,0.016697884,,,,,,,,,,,,,,
32,0.46905494,0.3187368,0.017236471,,,,,,,,,,,,,,
33,0.475026,0.40949178,0.017775059,,,,,,,,,,,,,,
34,0.26963833,0.39402565,0.018313646,,,,,,,,,,,,,,
35,0.2720459,0.3907052,0.018852353,,,,,,,,,,,,,,
36,0.34090507,0.3531121,0.01939094,,,,,,,,,,,,,,
37,0.325369,0.42327765,0.019929647,,,,,,,,,,,,,,
38,0.6546018,0.34652722,0.020468235,,,,,,,,,,,,,,
39,0.36851218,0.41155073,0.021006942,,,,,,,,,,,,,,
40,0.3270099,0.34562972,0.02154553,,,,,,,,,,,,,,
41,0.33654794,0.4345142,0.022084117,,,,,,,,,,,,,,
42,0.2147797,0.36028582,0.022622824,,,,,,,,,,,,,,
43,0.28861368,0.42631906,0.02316153,,,,,,,,,,,,,,
44,0.14346555,0.36109775,0.023700118,,,,,,,,,,,,,,
45,0.21587893,0.40261865,0.024238706,,,,,,,,,,,,,,
46,0.18406807,0.3408335,0.024777412,,,,,,,,,,,,,,
47,0.24715464,0.522409,0.025316,,,,,,,,,,,,,,
48,0.2836206,0.34262964,0.025854588,,,,,,,,,,,,,,
49,0.23716742,0.3562141,0.026393294,,,,,,,,,,,,,,
50,0.3503336,0.4310338,0.026932001,,,,,,,,,,,,,,
51,0.20123905,0.34874317,0.027470589,,,,,,,,,,,,,,
52,0.18324932,0.45340624,0.028009176,,,,,,,,,,,,,,
53,0.12884954,0.35873285,0.028547883,,,,,,,,,,,,,,
54,0.13887662,0.43548584,0.02908647,,,,,,,,,,,,,,
55,0.25850156,0.3813641,0.029625058,,,,,,,,,,,,,,
56,0.11666132,0.456359,0.030163765,,,,,,,,,,,,,,
57,0.16822205,0.4153574,0.030702472,,,,,,,,,,,,,,
58,0.1603682,0.40326017,0.03124106,,,,,,,,,,,,,,
59,0.29204485,0.37655255,0.031779647,,,,,,,,,,,,,,
60,0.22525369,0.32216895,0.032318354,,,,,,,,,,,,,,
61,0.48829263,0.41846526,0.03285694,,,,,,,,,,,,,,
62,0.17986023,0.33459815,0.03339553,,,,,,,,,,,,,,
63,0.18529041,0.47401,0.033934236,,,,,,,,,,,,,,
64,0.08996578,0.33225766,0.034472942,,,,,,,,,,,,,,
65,0.11512911,0.37682194,0.03501153,,,,,,,,,,,,,,
66,0.47768447,0.29375535,0.035550117,,,,,,,,,,,,,,
67,0.46156752,0.3871192,0.036088705,,,,,,,,,,,,,,
68,0.15519075,0.3189177,0.03662741,,,,,,,,,,,,,,
69,0.27588013,0.39016962,0.03716612,,,,,,,,,,,,,,
70,0.29010195,0.39465308,0.037704706,,,,,,,,,,,,,,
71,0.2938883,0.3656471,0.038243413,,,,,,,,,,,,,,
72,0.14552912,0.32659072,0.038782,,,,,,,,,,,,,,
73,0.16837312,0.30710235,0.039320588,,,,,,,,,,,,,,
74,0.20667224,0.3651258,0.039859176,,,,,,,,,,,,,,
75,0.15932171,0.40328643,0.040397882,,,,,,,,,,,,,,
76,0.35378727,0.36463517,0.04093659,,,,,,,,,,,,,,
77,0.31485656,0.35493737,0.041475177,,,,,,,,,,,,,,
78,0.52243686,0.28813696,0.042013764,,,,,,,,,,,,,,
79,0.17976764,0.35427856,0.04255247,,,,,,,,,,,,,,
80,0.56695867,0.33455512,0.04309106,,,,,,,,,,,,,,
81,0.23532832,0.29636526,0.043629646,,,,,,,,,,,,,,
82,0.120868094,0.2619356,0.044168353,,,,,,,,,,,,,,
83,0.12505439,0.28787425,0.04470706,,,,,,,,,,,,,,
84,0.2434922,0.29362085,0.045245647,,,,,,,,,,,,,,
85,0.21874541,0.36316466,0.045784235,,,,,,,,,,,,,,
86,0.10390255,0.25221452,0.04632294,,,,,,,,,,,,,,
87,0.15719616,0.3150373,0.04686153,,,,,,,,,,,,,,
88,0.15222096,0.3927716,0.047400117,,,,,,,,,,,,,,
89,0.10391113,0.4207208,0.047938943,,,,,,,,,,,,,,
90,0.2029892,0.25956005,0.04847753,,,,,,,,,,,,,,
91,0.37156272,0.28445184,0.049016118,,,,,,,,,,,,,,
92,0.3723489,0.2744823,0.049554706,,,,,,,,,,,,,,
93,0.1377196,0.3305341,0.050093412,,,,,,,,,,,,,,
94,0.43731225,0.40130705,0.050632,,,,,,,,,,,,,,
95,0.52204615,0.3272853,0.051170588,,,,,,,,,,,,,,
96,0.20516826,0.41116107,0.051709294,,,,,,,,,,,,,,
97,0.92495364,0.31500956,0.052248,,,,,,,,,,,,,,
98,1.2521093,0.32081223,0.05278659,,,,,,,,,,,,,,
99,0.8763284,0.3084206,0.053325176,,,,,,,,,,,,,,
331,,,,0.6870739800589425,0.3561923163277762,0.6647451182866136,0.3705866464283202,3554.0,0.683633633347005,0.372910794383552,3581.0,140.03968906402588,354.1203122138977,140.03968906402588,214.0371508598328,0.0315520763397216,0.0
