global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,143.34477,11.2378235,0.0,,,,,,,,,,,,,,
1,,,,0.0010961415246129,1034.81884765625,0.0009999999310821,1050.7691650390625,50000.0,0.0010000000474974,1046.3162841796875,10000.0,58.00900983810425,94.18985843658449,58.00900983810425,36.180742025375366,0.0,0.0
1,141.71645,11.390331,4.7369394e-07,,,,,,,,,,,,,,
2,141.53627,11.098136,9.475043e-07,,,,,,,,,,,,,,
3,135.14018,11.20952,1.4213147e-06,,,,,,,,,,,,,,
4,134.04408,11.011302,1.8950086e-06,,,,,,,,,,,,,,
5,126.07724,10.89192,2.3687026e-06,,,,,,,,,,,,,,
6,124.063416,10.924111,2.842513e-06,,,,,,,,,,,,,,
7,123.63616,10.751473,3.3162069e-06,,,,,,,,,,,,,,
8,124.57781,10.752257,3.7900172e-06,,,,,,,,,,,,,,
9,114.7187,10.51643,4.2638276e-06,,,,,,,,,,,,,,
10,114.32224,10.3493805,4.7375215e-06,,,,,,,,,,,,,,
11,111.05855,10.242404,5.2112155e-06,,,,,,,,,,,,,,
12,110.424225,10.220011,5.685026e-06,,,,,,,,,,,,,,
13,116.009224,10.309911,6.1587198e-06,,,,,,,,,,,,,,
14,106.19341,10.067698,6.63253e-06,,,,,,,,,,,,,,
15,111.23001,10.109097,7.106224e-06,,,,,,,,,,,,,,
16,105.78695,9.69482,7.5800344e-06,,,,,,,,,,,,,,
17,109.428894,9.700931,8.053728e-06,,,,,,,,,,,,,,
18,97.86215,9.500673,8.527422e-06,,,,,,,,,,,,,,
19,99.300606,9.312698,9.001349e-06,,,,,,,,,,,,,,
20,94.8514,9.301761,9.475043e-06,,,,,,,,,,,,,,
21,90.50652,8.922446,9.948737e-06,,,,,,,,,,,,,,
22,84.77969,9.006202,1.0422547e-05,,,,,,,,,,,,,,
23,91.57504,8.764919,1.0896241e-05,,,,,,,,,,,,,,
24,85.669266,8.587233,1.1369935e-05,,,,,,,,,,,,,,
25,82.78059,8.5191345,1.1843746e-05,,,,,,,,,,,,,,
26,77.79267,8.502651,1.2317556e-05,,,,,,,,,,,,,,
27,80.95096,8.399121,1.279125e-05,,,,,,,,,,,,,,
28,79.54205,8.361468,1.3264944e-05,,,,,,,,,,,,,,
29,84.338394,8.231305,1.3738754e-05,,,,,,,,,,,,,,
30,73.623276,8.285479,1.4212565e-05,,,,,,,,,,,,,,
31,74.284485,8.096748,1.46862585e-05,,,,,,,,,,,,,,
32,74.24351,7.816052,1.5160069e-05,,,,,,,,,,,,,,
33,74.9139,7.981643,1.5633763e-05,,,,,,,,,,,,,,
34,77.98974,7.870737,1.6107457e-05,,,,,,,,,,,,,,
35,68.22533,7.777907,1.6581267e-05,,,,,,,,,,,,,,
36,73.32227,7.7243595,1.7055077e-05,,,,,,,,,,,,,,
37,66.551216,7.693324,1.7528771e-05,,,,,,,,,,,,,,
38,64.9456,7.6781754,1.8002465e-05,,,,,,,,,,,,,,
39,64.547356,7.636731,1.8476276e-05,,,,,,,,,,,,,,
40,65.08913,7.5800276,1.894997e-05,,,,,,,,,,,,,,
41,59.264225,7.5124817,1.942378e-05,,,,,,,,,,,,,,
42,58.594112,7.48483,1.989759e-05,,,,,,,,,,,,,,
43,60.49961,7.5168786,2.0371284e-05,,,,,,,,,,,,,,
44,60.7458,7.380934,2.0844978e-05,,,,,,,,,,,,,,
45,62.04806,7.420252,2.1318672e-05,,,,,,,,,,,,,,
46,61.48947,7.4165015,2.1792599e-05,,,,,,,,,,,,,,
47,59.1946,7.321511,2.2266293e-05,,,,,,,,,,,,,,
48,61.45211,7.265273,2.2739987e-05,,,,,,,,,,,,,,
