global_step,grad_norm,loss,lr,train/accuracy,train/loss,validation/accuracy,validation/loss,validation/num_examples,test/accuracy,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,0.6081433,6.927599,0.0,,,,,,,,,,,,,,
1,,,,0.0008171236841008,6.911690711975098,0.0006799999973736,6.911253452301025,50000.0,0.0005000000237487,6.911845684051514,10000.0,58.78160095214844,97.4372341632843,58.78160095214844,38.655522108078,0.0,0.0
1,0.62899935,6.926451,7.6484866e-07,,,,,,,,,,,,,,
2,0.6149145,6.9290695,1.5296973e-06,,,,,,,,,,,,,,
3,0.6124271,6.9158964,2.294546e-06,,,,,,,,,,,,,,
4,0.60464686,6.9307995,3.0593947e-06,,,,,,,,,,,,,,
5,0.6190387,6.91691,3.8242433e-06,,,,,,,,,,,,,,
6,0.6268048,6.9315014,4.589092e-06,,,,,,,,,,,,,,
7,0.61302805,6.9266267,5.3539407e-06,,,,,,,,,,,,,,
8,0.60832417,6.9221334,6.1187893e-06,,,,,,,,,,,,,,
9,0.61352587,6.9151864,6.8835216e-06,,,,,,,,,,,,,,
10,0.61528105,6.922065,7.64837e-06,,,,,,,,,,,,,,
11,0.5957937,6.921688,8.413219e-06,,,,,,,,,,,,,,
12,0.6266642,6.9259596,9.178068e-06,,,,,,,,,,,,,,
13,0.6091062,6.920301,9.942916e-06,,,,,,,,,,,,,,
14,0.60986,6.9278474,1.0707765e-05,,,,,,,,,,,,,,
15,0.62020755,6.927893,1.1472614e-05,,,,,,,,,,,,,,
16,0.5891271,6.911723,1.2237462e-05,,,,,,,,,,,,,,
17,0.60968006,6.922735,1.3002311e-05,,,,,,,,,,,,,,
18,0.6239972,6.9162316,1.37671595e-05,,,,,,,,,,,,,,
19,0.6164737,6.9210877,1.4532008e-05,,,,,,,,,,,,,,
20,0.6047229,6.9080777,1.5296857e-05,,,,,,,,,,,,,,
21,0.5997243,6.914898,1.6061706e-05,,,,,,,,,,,,,,
22,0.625919,6.91285,1.6826554e-05,,,,,,,,,,,,,,
23,0.61372554,6.925984,1.7591403e-05,,,,,,,,,,,,,,
24,0.6079312,6.9212203,1.8356252e-05,,,,,,,,,,,,,,
25,0.6055466,6.9060636,1.91211e-05,,,,,,,,,,,,,,
26,0.61995834,6.909117,1.9885832e-05,,,,,,,,,,,,,,
27,0.59589106,6.905367,2.0650681e-05,,,,,,,,,,,,,,
28,0.5915679,6.905804,2.141553e-05,,,,,,,,,,,,,,
29,0.632159,6.910448,2.2180378e-05,,,,,,,,,,,,,,
30,0.6189117,6.9021273,2.2945227e-05,,,,,,,,,,,,,,
31,0.6033684,6.9103856,2.3710076e-05,,,,,,,,,,,,,,
32,0.61446196,6.9009895,2.4474924e-05,,,,,,,,,,,,,,
33,0.6144982,6.905195,2.5239773e-05,,,,,,,,,,,,,,
34,0.60601056,6.9083366,2.6004622e-05,,,,,,,,,,,,,,
35,0.62080437,6.9105296,2.676947e-05,,,,,,,,,,,,,,
36,0.60206985,6.8975143,2.7534319e-05,,,,,,,,,,,,,,
37,0.61386347,6.90005,2.8299168e-05,,,,,,,,,,,,,,
38,0.6098392,6.893526,2.9064016e-05,,,,,,,,,,,,,,
39,0.5996265,6.88285,2.9828865e-05,,,,,,,,,,,,,,
40,0.6213046,6.9005537,3.0593714e-05,,,,,,,,,,,,,,
41,0.59100807,6.88242,3.1358562e-05,,,,,,,,,,,,,,
42,0.61483103,6.8817806,3.212341e-05,,,,,,,,,,,,,,
43,0.60301113,6.8886595,3.288826e-05,,,,,,,,,,,,,,
44,0.5761214,6.8846574,3.3652992e-05,,,,,,,,,,,,,,
45,0.59743196,6.8897524,3.441784e-05,,,,,,,,,,,,,,
46,0.6045477,6.879251,3.518269e-05,,,,,,,,,,,,,,
47,0.60329753,6.880789,3.5947538e-05,,,,,,,,,,,,,,
48,0.60882664,6.8869443,3.6712387e-05,,,,,,,,,,,,,,
49,0.6119728,6.8827124,3.7477235e-05,,,,,,,,,,,,,,
50,0.6152384,6.8743367,3.8242084e-05,,,,,,,,,,,,,,
51,0.617732,6.869725,3.9006933e-05,,,,,,,,,,,,,,
52,0.6219169,6.880123,3.977178e-05,,,,,,,,,,,,,,
53,0.61598563,6.873177,4.053663e-05,,,,,,,,,,,,,,
54,0.59225196,6.866472,4.130148e-05,,,,,,,,,,,,,,
55,0.60143703,6.872513,4.2066327e-05,,,,,,,,,,,,,,
56,0.61507934,6.869461,4.2831176e-05,,,,,,,,,,,,,,
57,0.6070952,6.8710146,4.3596025e-05,,,,,,,,,,,,,,
58,0.60770136,6.868433,4.4360873e-05,,,,,,,,,,,,,,
59,0.5940036,6.8606143,4.5125722e-05,,,,,,,,,,,,,,
60,0.6112187,6.8652306,4.589057e-05,,,,,,,,,,,,,,
61,0.6000572,6.8550444,4.6655303e-05,,,,,,,,,,,,,,
62,0.6165951,6.858891,4.742015e-05,,,,,,,,,,,,,,
63,0.62064636,6.8525515,4.8185e-05,,,,,,,,,,,,,,
64,0.6109134,6.860858,4.894985e-05,,,,,,,,,,,,,,
65,0.61412644,6.8656263,4.9714698e-05,,,,,,,,,,,,,,
66,0.6021798,6.8451896,5.0479546e-05,,,,,,,,,,,,,,
67,0.60178155,6.8559995,5.1244395e-05,,,,,,,,,,,,,,
68,0.6084463,6.8594484,5.2009244e-05,,,,,,,,,,,,,,
69,0.608872,6.8495884,5.2774092e-05,,,,,,,,,,,,,,
70,0.60797614,6.8422585,5.353894e-05,,,,,,,,,,,,,,
71,0.61308724,6.841463,5.430379e-05,,,,,,,,,,,,,,
72,0.6370275,6.8254156,5.5068638e-05,,,,,,,,,,,,,,
73,0.62728024,6.843958,5.5833487e-05,,,,,,,,,,,,,,
74,0.60867417,6.8323407,5.6598336e-05,,,,,,,,,,,,,,
75,0.62900394,6.8463483,5.7363184e-05,,,,,,,,,,,,,,
76,0.6163925,6.8419867,5.8128033e-05,,,,,,,,,,,,,,
77,0.6203408,6.8328123,5.889288e-05,,,,,,,,,,,,,,
78,0.6191827,6.8187594,5.9657614e-05,,,,,,,,,,,,,,
79,0.60445315,6.8268127,6.0422462e-05,,,,,,,,,,,,,,
